Name,Cage/Litter,Mouse_ID,Cohort,Sex,Diet,Treatment,Age,BW(g),Basal_Glucose,IpGTT_0min,IpGTT_15min,IpGTT_30min,IpGTT_60min,IpGTT_90min,IpGTT_120min,AUC_crude,AUC_vs_basal,AUC%,TotalIntake(g),NumberMeals,AverageMealSize(g),AverageMealDuration(g),IntervalBtwMeals(min),EatingRate,LatencyFirstMeal,FirstMealSize,SatietyRatio,FaecalPellets,LocomotorActivity(12h),Rears(12h),Rearing_Centre,Rearing_ExternalZone10%,Rearing_ExternalZone20%,CentreTime%,TimeThigmotaxis(10%),TimeThigmotaxis(20%),CentreDistance%,DistanceThigmotaxis(10%),DistanceThigmotaxis(20%),SPT_Ratio,SPT_Ratio_OD,SPT_Ratio_ON,SPT_PreferenceScore,SPT_PreferenceScorePercentage,SPT_PreferenceScore_OD,SPT_PreferenceScore_ON,SPT_CumulativeDrinkIntake_Water,SPT_CumulativeDrinkIntake_Saccharin,SPT_CumulativeDrinkIntake_Water_OD,SPT_CumulativeDrinkIntake_Saccharin_OD,SPT_CumulativeDrinkIntake_Water_ON,SPT_CumulativeDrinkIntake_Saccharin_ON,SPT_TotalCumulative_WaterDiet_0h,SPT_TotalCumulative_WaterDiet_12h,SPT_TotalCumulative_WaterDiet_24h,SPT_TotalCumulative_WaterDiet_36h,SPT_TotalCumulative_WaterDiet_48h,SPT_TotalCumulative_SaccharinDiet_0h,SPT_TotalCumulative_SaccharinDiet_12h,SPT_TotalCumulative_SaccharinDiet_24h,SPT_TotalCumulative_SaccharinDiet_36h,SPT_TotalCumulative_SaccharinDiet_48h,FPT_PreferenceScore,FPT_PreferenceScore%,FPT_PreferenceScore_OD,FPT_PreferenceScore%_OD,FPT_PreferenceScore_ON,FPT_PreferenceScore%_ON,FPT_TotalCumulative_CTDiet,FPT_TotalCumulative_HFHSDiet,FPT_TotalCumulative_CTDiet_OD,FPT_TotalCumulative_HFHS_OD,FPT_TotalCumulative_CTDiet_ON,FPT_TotalCumulative_HFHSDiet_ON,FPT_TotalCumulative_CTDiet_0h,FPT_TotalCumulative_CTDiet_12h,FPT_TotalCumulative_CTDiet_24h,FPT_TotalCumulative_CTDiet_36h,FPT_TotalCumulative_CTDiet_48h,FPT_TotalCumulative_HFHSDiet_0h,FPT_TotalCumulative_HFHSDiet_12h,FPT_TotalCumulative_HFHSDiet_24h,FPT_TotalCumulative_HFHSDiet_36h,FPT_TotalCumulative_HFHSDiet_48h,gonWAT(g),MesWAT(g),BAT(g),Liver(g),Caecum(g),SmallIntestine(cm),Colon(cm),Testicles(g),GonWAT/BW(g),MesWAT/BW(g),BAT/BW(g),Liver/BW(g),Caecum/BW(g),SmallIntestine/BW(cm),Colon/BW(cm),Testicles/BW(g)
HFHS_CT_C3_L125.1_P305_F,125.1,305,3,F,HFHS,Vehicle,PND70,19.7,,,,,,,,,,,0.36,4,3.49,56.95,120.43,1.02,318.32,4.62,13.07,26,18749.7,2809,233,939,2656,4.9,63.2,95.1,36.2,21.7,63.9,1.33,0.75,0.75,0.43,42.86,0.428571429,0.428571429,6,4.5,2,1.5,4,3,0,2.5,3.5,5,6,0,2,3,4,4.5,0.99,98.55,0.9,90,0.99,98.867925,0.4,27.1,0.1,0.9,0.3,26.2,0,0.3,0.4,0.4,0.4,0,7.5,7.9,26.6,27.1,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125.2_P306_F,125.2,306,3,F,HFHS,Vehicle,PND70,18.8,,,,,,,,,,,2.5,4,0.84,29.14,442.65,0.48,35.3,1.44,505.53,27,23975.2,3279,436,1981,3075,6.3,60.4,93.7,26.2,30.6,73.8,1.33,0.33333333,0.88888889,0.43,42.86,0.25,0.470588235,6,4.5,1.5,0.5,4.5,4,0,2.5,3,5,6,0,2.5,3,4.5,4.5,0.95,94.88,0.91,90.909091,0.95,95.202952,1.5,27.8,0.2,2,1.3,25.8,0,1.3,1.3,1.3,1.5,0,12.4,13.5,26.9,27.8,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125_P308_M,125,308,3,M,HFHS,Vehicle,PND70,26.2,,,,,,,,,,,2.7,5,0.4,9.3,491.73,0.72,22.25,0.5,418.14,23,12453.1,2545,191,781,2431,3.2,69,96.8,34.6,22.5,65.4,0.27,3.5,3.75,0.79,78.57,0.777777778,0.789473684,3,11,1,3.5,2,7.5,0,2,2.5,2.5,3,0,4,5.5,9,11,0.96,96.39,1,100,0.96,96.067416,1.4,37.4,0,3.2,1.4,34.2,0,1.2,1.2,1.4,1.4,0,19.4,20.2,35,37.4,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125_P310_M,125,310,3,M,HFHS,Vehicle,PND70,25.7,,,,,,,,,,,8.06,6,1.29,23.03,332.8,0.93,124.9,0.88,72.14,22,15913.9,1286,386,1380,1797,2.8,71.7,97.2,26.8,26.3,73.2,1.56,0.5,0.7,0.39,39.13,0.333333333,0.411764706,7,4.5,2,1,5,3.5,0,4,5,6,7,0,1.5,2.5,4.5,4.5,0.9,89.66,0.92,92.105263,0.89,89.285714,3,26,0.3,3.5,2.7,22.5,0,2.3,2.3,2.7,3,0,8.9,11.3,24.9,26,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P419_F,126,419,4,F,HFHS,Vehicle,PND70,18.4,,,,,,,,,,,5.6,3,1.69,51.91,340.9,0.54,26.63,4.1,256.51,16,18280.5,4417,628,725,4032,6.7,63.2,93.2,34.4,22.7,65.5,0.83,0.66666667,1.42857143,0.55,54.55,0.4,0.588235294,5,6,1.5,1,3.5,5,0,1.5,2.5,4.5,5,0,3,3,5,6,0.99,98.95,1,100,0.99,98.762376,0.5,47.1,0,7.2,0.5,39.9,0,0.3,0.3,0.5,0.5,0,13.9,17.4,43.4,47.1,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P420_F,126,420,4,F,HFHS,Vehicle,PND70,18.9,,,,,,,,,,,7.84,5,1.52,41.99,408.07,0.6,25.28,0.48,76.59,15,30258.7,3646,741,2190,3128,10.3,63.4,89.7,33.9,24.9,66.1,0.86,1,1.25,0.54,53.85,0.5,0.555555556,6,7,2,2,4,5,0,3,4,5,6,0,2.5,4,6.5,7,0.99,99.3,1,100,0.99,99.267399,0.2,28.5,0,1.4,0.2,27.1,0,0,0,0.2,0.2,0,14.9,15.8,28,28.5,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P421_F,126,421,4,F,HFHS,Vehicle,PND70,17.8,,,,,,,,,,,2.14,4,0.39,23.79,391.47,0.27,94.47,0.38,422.56,17,23887.4,4129,343,1785,3107,4.5,72.6,95.5,34.3,25,65.6,0.92,3.5,0.6,0.52,52,0.777777778,0.375,6,6.5,1,3.5,5,3,0,3.5,4,5.5,6,0,0,2,5,6.5,0.95,95.31,1,100,0.95,95.041322,0.6,12.2,0,0.7,0.6,11.5,0,0.5,0.5,0.6,0.6,0,8.7,8.9,11.7,12.2,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P422_M,126,422,4,M,HFHS,Vehicle,PND70,21.9,,,,,,,,,,,3.76,5,0.64,27.45,418.05,0.39,19.88,0.3,374.41,23,24528.8,1645,416,493,1574,7,56,93,39.4,14.7,60.5,1.11,3,0.66666667,0.47,47.37,0.75,0.4,5,4.5,0.5,1.5,4.5,3,0,3,3,4.5,5,0,2,3,4,4.5,0.99,99.42,1,100,0.99,99.407115,0.3,51.6,0,1.3,0.3,50.3,0,0.2,0.2,0.3,0.3,0,26.8,27.4,50.9,51.6,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P423_M,126,423,4,M,HFHS,Vehicle,PND70,21.1,,,,,,,,,,,15.14,5,3.04,39.59,467.87,1.28,53.68,4.82,44.11,13,16073.9,1434,183,1507,1712,2.2,66.5,97.8,23.2,34.1,76.8,0.5,,1.14285714,0.67,66.67,1,0.533333333,3.5,7,0,3,3.5,4,0,3,3,3.5,3.5,0,2,3.5,5.5,7,0.99,99.34,0.97,97.058824,0.99,99.430524,0.6,90.6,0.1,3.3,0.5,87.3,0,0.3,0.4,0.6,0.6,0,42.3,44.6,89.6,90.6,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C1_L106_P122_F,106,122,1,F,HFHS,FOS+GOS,PND70,19.6,,,,,,,,,,,1.96,4,0.32,15.76,445.25,0.33,27.43,0.54,681.24,19,24884.9,2475,531,554,2369,15.8,18.3,84.2,44.4,12,55.7,4,4,4,0.8,80,0.8,0.8,3,12,1,4,2,8,0,2,3,3,3,0,4,6,10,12,0.96,96.34,1,100,0.96,96.0674157,1.4,36.9,0,2.7,1.4,34.2,0,1,1,1.4,1.4,0,18.2,19.2,35.2,36.9,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C1_L106_P124_F,106,124,1,F,HFHS,FOS+GOS,PND70,22.5,,,,,,,,,,,4.2,5,0.68,21.5,541.17,0.53,10.6,2.42,378.72,33,19829.5,3234,410,781,2938,3.5,68.4,96.6,29,26.1,71.1,2.89,3.33333333,2.66666667,0.74,74,0.769230769,0.727272727,4.5,13,1.5,5,3,8,0,2,3.5,4.5,4.5,0,4,6,10,13,0.99,99.38,1,99.62121,0.99,99.2207792,0.4,64.5,0.1,26.3,0.3,38.2,0,0.2,0.2,0.3,0.4,0,15,22.6,45.8,64.5,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C1_L106_P125_M,106,125,1,M,HFHS,FOS+GOS,PND70,29,,,,,,,,,,,9.78,6,1.41,15.89,447.87,1.48,0.85,6.7,298.76,29,14498.7,1181,643,618,1366,5.9,60.3,94,32.7,21.3,67.3,1.4,1,1.66666667,0.58,58,0.5,0.625,5,7,2,2,3,5,0,2,4,5,5,0,3,4,6,7,0.95,95.22,0.96,96.36364,0.95,94.9579832,1.4,27.9,0.2,5.3,1.2,22.6,0,1.1,1.2,1.3,1.4,0,9.7,11.3,24.2,27.9,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C1_L106_P126_M,106,126,1,M,HFHS,FOS+GOS,PND70,28.3,,,,,,,,,,,2.6,6,0.25,7.22,563.65,0.59,8.45,0.26,501.85,29,12328.1,1077,234,850,1349,2.6,69.4,97.4,35.3,21.9,64.7,0.57,2,0.33333333,0.36,36,0.666666667,0.25,7,4,1,2,6,2,0,4,5,7,7,0,2,3,3,4,0.96,96.15,0.98,98.0198,0.96,95.5555556,1.6,40,0.2,9.9,1.4,30.1,0,1,1.2,1.6,1.6,0,14.8,17.1,32.4,40,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P223_F,124,223,2,F,HFHS,FOS+GOS,PND70,20.6,,,,,,,,,,,4.86,6,0.7,23.62,545.52,0.49,2.53,0.46,163.04,26,18858.7,4265,201,964,3788,2.2,71,97.9,25.3,31.1,74.7,1.43,2,1.33333333,0.59,59,0.666666667,0.571428571,7,10,1,2,6,8,0,3,3,6,7,0,4,5,9,10,0.97,97.32,0.8,80.487805,1,99.661017,0.9,32.7,0.8,3.3,0.1,29.4,0,0.1,0.7,0.7,0.9,0,19.3,21.2,31.3,32.7,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P224_F,124,224,2,F,HFHS,FOS+GOS,PND70,19,,,,,,,,,,,11.1,9,1.2,22.85,443.87,0.87,11.13,2.22,120.31,23,27119.5,4087,539,1934,3463,7.6,54.9,92.3,29,27.8,71.1,0.78,1,0.71428571,0.44,44,0.5,0.416666667,9,7,2,2,7,5,0,5,6,8,9,0,3,4,6,7,0.98,98.35,0.95,95.081967,0.99,99.009901,0.6,35.8,0.3,5.8,0.3,30,0,0.3,0.3,0.3,0.6,0,13.3,16.3,33,35.8,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P225_F,124,225,2,F,HFHS,FOS+GOS,PND70,18.1,,,,,,,,,,,3.94,3,0.95,20.51,211.8,0.77,35.88,0.9,69.55,27,21527.1,2959,258,1416,3008,5.3,63.8,94.7,29,28.2,71,0.92,0.33333333,1.11111111,0.48,48,0.25,0.526315789,6,5.5,1.5,0.5,4.5,5,0,3,3.5,5,6,0,3.5,3.5,5,5.5,0.99,99.42,1,100,0.99,99.358974,0.2,34.4,0,3.4,0.2,31,0,0.1,0.1,0.2,0.2,0,20.8,22.6,32.8,34.4,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P226_M,124,226,2,M,HFHS,FOS+GOS,PND70,21.9,,,,,,,,,,,8.1,6,1.27,32.29,400.18,0.66,38.28,3.46,150.29,38,19605,3586,433,1484,2633,6.7,67.3,93.4,37.9,22.5,62.1,0.86,0.28571429,1.42857143,0.46,46,0.222222222,0.588235294,7,6,3.5,1,3.5,5,0,3,4.5,5,7,0,3,4,6,6,0.96,95.6,0.99,99.319728,0.94,94.148936,2.3,50,0.1,14.6,2.2,35.4,0,1.7,1.7,2.2,2.3,0,13.4,18.4,40.4,50,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P227_M,124,227,2,M,HFHS,FOS+GOS,PND70,25.2,,,,,,,,,,,2.7,7,0.29,12.03,477.7,0.41,30.77,0.24,292.79,27,14322.1,2086,190,1372,1674,3.1,74,96.9,31.9,26.9,68.2,0.93,1.4,0.66666667,0.48,48,0.583333333,0.4,7,6.5,2.5,3.5,4.5,3,0,4,5,5.5,7,0,0,2,5,6.5,0.89,89.4,0.84,84,0.9,90.104167,2.3,19.4,0.4,2.1,1.9,17.3,0,1.2,1.6,2.3,2.3,0,7.3,8.3,18.3,19.4,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P228_M,124,228,2,M,HFHS,FOS+GOS,PND70,24.1,,,,,,,,,,,3.6,7,0.45,13.76,434.03,0.55,22.33,1.86,299.41,30,18779.1,2778,381,1567,2061,3.2,73,96.8,31.3,27.7,68.7,1.78,1.33333333,2,0.64,64,0.571428571,0.666666667,9,16,3,4,6,12,0,4,5,7,9,0,6,8,14,16,0.96,95.67,0.92,91.935484,0.96,96.188341,2.2,48.6,0.5,5.7,1.7,42.9,0,1.4,1.6,1.9,2.2,0,17.8,21.4,46.5,48.6,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L119_P231_F,119,231,2,F,HFHS,FOS+GOS,PND70,18,,,,,,,,,,,3.22,4,0.65,32.71,407.97,0.33,14.98,0.64,138.37,23,14849.6,2561,114,752,2199,2.1,79.9,97.9,31.5,28.8,68.5,8,,4.16666667,0.89,89,1,0.806451613,2.5,20,0,7.5,3,12.5,0,2,2,3,2.5,0,5,8.5,16,20,0.95,94.96,0.79,79.166667,0.98,98.26087,0.7,13.2,0.5,1.9,0.2,11.3,0,0,0.5,0.7,0.7,0,2.4,4.2,13.1,13.2,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L119_P232_F,119,232,2,F,HFHS,FOS+GOS,PND70,17.5,,,,,,,,,,,3.56,5,0.55,25.17,182.72,0.36,2.03,0.24,105.96,27,23566.6,3219,349,1311,2230,5.4,67.4,94.6,32.2,28,67.8,1.5,0.75,2.25,0.6,60,0.428571429,0.692307692,8,12,4,3,4,9,0,3,6,7,8,0,5,8,12,12,0.99,99.45,0.99,99.115044,1,100,0.1,18.1,0.1,11.2,0,6.9,0,0,0,0,0.1,0,6.9,16.9,16.9,18.1,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L119_P233_F,119,233,2,F,HFHS,FOS+GOS,PND70,17.6,,,,,,,,,,,3.7,6,0.57,41.84,445.3,0.23,14.05,0.7,269.91,38,32536.4,4458,617,2084,4142,6.8,57.2,93.3,33.5,25.6,66.5,1,0.75,1.14285714,0.5,50,0.428571429,0.533333333,11,11,4,3,7,8,0,4,6,9,11,0,2,3,9,11,0.94,93.55,0.85,85,1,100,0.6,8.7,0.6,3.4,0,5.3,0,0,0.4,0.4,0.6,0,3.4,5.4,7.3,8.7,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L119_P234_M,119,234,2,M,HFHS,FOS+GOS,PND70,25.4,,,,,,,,,,,5.18,6,0.66,18.34,482.35,0.6,1.2,0.6,204.13,29,17778,1686,448,528,1514,5.8,60.5,94.2,29.9,25.6,70.1,1,0.66666667,1.1,0.5,50,0.4,0.523809524,6.5,6.5,1.5,1,5,5.5,0,4,4,5,6.5,0,3,3.5,6,6.5,0.98,97.93,0.96,95.833333,0.98,98.04878,0.9,42.5,0.1,2.3,0.8,40.2,0,0.4,0.4,0.8,0.9,0,25.8,27.2,41.6,42.5,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L119_P235_M,119,235,2,M,HFHS,FOS+GOS,PND70,24,,,,,,,,,,,0.98,2,0.2,7.39,53.4,0.45,135.1,0.2,267,21,14806.4,1205,164,1227,1077,1.5,87.6,98.5,17.9,44.7,82.1,1.6,3,1.44444444,0.62,62,0.75,0.590909091,5,8,0.5,1.5,4.5,6.5,0,3,3.5,5,5,0,3,3.5,7,8,0.95,94.67,0.97,96.875,0.94,94.300518,1.2,21.3,0.1,3.1,1.1,18.2,0,0.5,0.6,1.2,1.2,0,15,16.8,20,21.3,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L128_P236_F,128,236,2,F,HFHS,FOS+GOS,PND70,20,,,,,,,,,,,2.14,3,0.27,6.67,376.62,0.68,254.33,0.28,610.96,31,13081.4,3442,85,1618,2339,2.3,76.8,97.8,38,21,62.1,0.43,1.33333333,0.18181818,0.3,30,0.571428571,0.153846154,7,3,1.5,2,5.5,1,0,3,4,6.5,7,0,1,1,1,3,0.99,98.59,1,100,0.98,98.253275,0.4,27.9,0,5.4,0.4,22.5,0,0.3,0.3,0.4,0.4,0,10.8,14,25.7,27.9,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L128_P237_F,128,237,2,F,HFHS,FOS+GOS,PND70,19,,,,,,,,,,,2.38,3,0.45,34.92,390.7,0.22,55.63,0.64,373.4,22,25743.2,3090,416,982,2895,5.3,62,94.8,34.8,20.4,65.2,0.79,1,0.7,0.44,44,0.5,0.411764706,7,5.5,2,2,5,3.5,0,4,5,6,7,0,1,3,5.5,5.5,0.99,98.67,0.97,97.321429,0.99,99.117647,0.6,44.6,0.3,10.9,0.3,33.7,0,0.3,0.4,0.4,0.6,0,20,29.2,42.9,44.6,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L128_P238_F,128,238,2,F,HFHS,FOS+GOS,PND70,18.2,,,,,,,,,,,1.78,3,0.41,21.9,504.85,0.31,67.63,0.66,608.92,23,20316.9,3141,149,1923,2352,2.3,80.4,97.8,24.6,41.5,75.3,0.92,0.4,1.28571429,0.48,48,0.285714286,0.5625,6,5.5,2.5,1,3.5,4.5,0,2,3.5,5,6,0,3,4,5.5,5.5,0.96,96.27,0.84,84.210526,0.98,98.26087,0.5,12.9,0.3,1.6,0.2,11.3,0,0.2,0.3,0.3,0.5,0,6.9,7.6,12,12.9,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L128_P239_M,128,239,2,M,HFHS,FOS+GOS,PND70,28.3,,,,,,,,,,,3.44,10,0.3,10.29,563.93,0.48,23.85,0.3,230.2,23,15480.1,2380,321,1241,2426,2.7,66.2,97.4,36.6,21,63.5,5.6,28,3.11111111,0.85,85,0.965517241,0.756756757,5,28,0.5,14,4.5,14,0,3.5,3.5,4.5,5,0,5,16,25,28,0.98,97.54,0.97,97.368421,0.98,97.619048,0.3,11.9,0.1,3.7,0.2,8.2,0,0.2,0.3,0.3,0.3,0,4.1,6.5,10.6,11.9,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L128_P239_M,128,241,2,M,HFHS,FOS+GOS,PND70,27.1,,,,,,,,,,,6.86,8,0.82,18.44,457.28,0.74,0.68,3.74,211.22,28,14246.2,1293,265,911,1386,2.6,76.6,97.5,28.5,29.9,71.5,3,3,3,0.75,75,0.75,0.75,3,9,0.5,1.5,2.5,7.5,0,2,2,2.5,3,0,4.5,5,8,9,0.99,99.49,0.97,96.774194,1,99.722222,0.2,38.9,0.1,3,0.1,35.9,0,0.1,0.2,0.2,0.2,0,18.2,21.2,38.9,38.9,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L128_P239_M,128,243,2,M,HFHS,FOS+GOS,PND70,26.2,,,,,,,,,,,4.8,7,0.57,20.01,439.72,0.47,1.28,0.84,200.08,20,16138.7,1903,306,1411,1862,2.6,68.5,97.4,27.4,30.9,72.6,1.71,,1.57142857,0.63,63,1,0.611111111,3.5,6,0,0.5,3.5,5.5,0,2,2,3.5,3.5,0,3.5,4,6,6,0.99,98.65,1,100,0.98,98.387097,0.6,43.7,0,7.1,0.6,36.6,0,0.5,0.5,0.6,0.6,0,15.5,18.7,39.8,43.7,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C3_L114_P311_F,114,311,3,F,HFHS,FOS+GOS,PND70,21.7,,,,,,,,,,,2.44,4,0.35,15.84,291.98,0.36,11.28,0.26,236.98,22,23554.5,3350,424,1136,3211,10.6,36.1,89.4,37.1,19.3,63,1.56,2.33333333,0.18181818,0.39,39.13,0.7,0.153846154,7,4.5,1.5,3.5,5.5,1,0,4,4.5,6,7,0,0.5,1,1.5,4.5,0.96,95.65,1,100,0.95,95,1.2,26.4,0,3.6,1.2,22.8,0,1,1,1.2,1.2,0,12.1,14.7,25.4,26.4,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C3_L114_P312_M,114,312,3,M,HFHS,FOS+GOS,PND70,27.7,,,,,,,,,,,4.26,6,0.62,19.18,522.7,0.54,5.83,1.82,372.46,31,12844.8,1532,201,1180,1555,3.4,70.4,96.6,26.4,29.7,73.6,1.71,1,0.375,0.37,36.84,0.5,0.272727273,6,3.5,2,2,4,1.5,0,3,4,5,6,0,0.5,1.5,2.5,3.5,0.96,96.31,0.92,92.307692,0.97,96.625767,1.3,33.9,0.2,2.4,1.1,31.5,0,1,1,1.1,1.3,0,5.5,6.4,32.4,33.9,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C3_L114_P314_M,114,314,3,M,HFHS,FOS+GOS,PND70,28.4,,,,,,,,,,,18.12,4,4.55,48.69,369.62,1.56,5.1,17.34,133.36,34,16341.8,1344,558,701,1525,4,51.3,96,31.4,20.7,68.6,0.92,1,1.125,0.52,52.17,0.5,0.529411765,5.5,6,1.5,1.5,4,4.5,0,2.5,3.5,5,5.5,0,3,3,4.5,6,0.96,96.39,1,100,0.96,96.078431,1.8,48,0,3.9,1.8,44.1,0,1.7,1.7,1.8,1.8,0,20.1,21.8,45.8,48,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C3_L114_P315_M,114,315,3,M,HFHS,FOS+GOS,PND70,28.4,,,,,,,,,,,5.24,10,0.45,13.81,429.35,0.54,0.87,0.68,143.32,35,16619.9,1439,238,1444,1602,2.7,75.1,97.3,31.2,24.9,68.8,1.1,0.8,1,0.48,47.62,0.444444444,0.5,5.5,5,2.5,2,3,3,0,0.5,1.5,4,5.5,0,3,4,4,5,0.95,94.91,0.97,97.368421,0.94,94.382022,1.1,20.5,0.1,3.7,1,16.8,0,0.9,0.9,1,1.1,0,5.8,6.6,17.6,20.5,,,,,,,,,,,,,,,,
HFHS_1472_C1_L115_P128_F,115,128,1,F,HFHS,1472,PND70,15.7,,,,,,,,,,,3.26,6,0.42,25.15,463.8,0.28,4.83,0.34,329.11,19,23467.2,2914,471,725,2717,29.3,7.6,70.7,47.1,11.1,53,2.33,3,2.2,0.7,70,0.75,0.6875,3,7,0.5,1.5,2.5,5.5,0,2,2.5,3,3,0,3,4.5,7,7,0.95,95.28,0.86,86.36364,0.96,96.3157895,1,20.2,0.3,1.9,0.7,18.3,0,0.7,0.9,0.9,1,0,8.7,9.2,18.8,20.2,,,,,,,,,,,,,,,,
HFHS_1472_C1_L115_P130_F,115,130,1,F,HFHS,1472,PND70,18.4,,,,,,,,,,,3.86,3,1.09,52.86,167.63,0.34,0.97,2.28,103.46,15,20972.7,3396,398,976,3197,3.7,64.6,96.3,32.6,22.9,67.4,0.79,0.25,1,0.44,44,0.2,0.5,7,5.5,2,0.5,5,5,0,3.5,4,5.5,7,0,3,3,5,5.5,0.97,97.42,0.89,89.28571,0.99,99.2125984,0.4,15.1,0.3,2.5,0.1,12.6,0,0,0.2,0.3,0.4,0,3.8,5.3,14.1,15.1,,,,,,,,,,,,,,,,
HFHS_1472_C1_L115_P131_F,115,131,1,F,HFHS,1472,PND70,15.1,,,,,,,,,,,1.28,2,0.35,80.46,141.72,0.07,19.17,0.34,416.81,18,18424.7,3768,270,2334,2030,4.1,71.3,95.9,32.1,28.9,67.9,0.4,0.11764706,1,0.29,29,0.105263158,0.5,12.5,5,8.5,1,4,4,0,3,4,5,12.5,0,2,2,4,5,0.99,99.1,0.97,97.01493,1,100,0.2,21.9,0.2,6.5,0,15.4,0,0,0.2,0.2,0.2,0,7.5,9.3,17.2,21.9,,,,,,,,,,,,,,,,
HFHS_1472_C1_L115_P132_M,115,132,1,M,HFHS,1472,PND70,21.8,,,,,,,,,,,2.32,3,0.51,43.43,390.75,0.19,1.75,1.02,398.33,12,13660.9,2540,245,1269,1899,3.3,66.6,96.6,33.1,25.3,66.9,2.4,4,2,0.71,71,0.8,0.666666667,5,12,1,4,4,8,0,3,3,4,5,0,5,6,9,12,0.99,99.12,0.94,94.44444,1,99.5215311,0.2,22.5,0.1,1.7,0.1,20.8,0,0,0.1,0.2,0.2,0,10,11.1,21.9,22.5,,,,,,,,,,,,,,,,
HFHS_1472_C1_L115_P133_M,115,133,1,M,HFHS,1472,PND70,21.9,,,,,,,,,,,5.06,9,0.99,37.17,341.37,0.44,42.83,1.1,67.12,31,21464.3,3667,571,1340,3235,4.7,58.7,95.3,32.6,23.6,67.4,0.92,1.5,0.8,0.48,48,0.6,0.444444444,6,5.5,1,1.5,5,4,0,4,4,5,6,0,2.5,2.5,4,5.5,1,99.73,0.98,97.56098,1,100,0.1,36.9,0.1,4,0,32.9,0,0,0.1,0.1,0.1,0,17.3,18.2,33.8,36.9,,,,,,,,,,,,,,,,
HFHS_1472_C1_L111_P134_F,111,134,1,F,HFHS,1472,PND70,18.7,,,,,,,,,,,2.96,3,0.6,23.53,187.1,0.42,52.77,0.74,126.42,16,20794,3470,335,1156,2963,11.7,33.8,88.4,37.6,16.6,62.4,0.71,1,0.66666667,0.42,42,0.5,0.4,7,5,1,1,6,4,0,4,4,6,7,0,3,3,4,5,0.99,99.48,1,100,0.99,99.4505495,0.1,19.1,0,1,0.1,18.1,0,0.1,0.1,0.1,0.1,0,9.2,10,18.9,19.1,,,,,,,,,,,,,,,,
HFHS_1472_C1_L111_P135_F,111,135,1,F,HFHS,1472,PND70,17.2,,,,,,,,,,,1.74,3,0.27,21.41,522.23,0.21,19.18,0.32,922.97,18,20113,3874,576,1453,3717,7.3,60.3,92.7,34.2,20.7,65.9,0.6,1.33333333,0.41666667,0.38,38,0.571428571,0.294117647,7.5,4.5,1.5,2,6,2.5,0,4,4,6,7.5,0,1.5,2,3,4.5,0.98,97.69,0.96,96.2963,0.98,98.0582524,0.3,12.7,0.1,2.6,0.2,10.1,0,0.2,0.2,0.2,0.3,0,3.4,4.1,10.8,12.7,,,,,,,,,,,,,,,,
HFHS_1472_C1_L111_P136_M,111,136,1,M,HFHS,1472,PND70,24.7,,,,,,,,,,,4.2,5,0.7,17.63,302.95,0.67,14.32,1.76,197.83,18,16282.1,1569,584,856,1506,4.2,78.3,95.8,31.8,29.7,68.2,0.57,1,0.5,0.36,36,0.5,0.333333333,7,4,1,1,6,3,0,3,3,6,7,0,2,2,3,4,0.99,98.61,0.98,98.14815,0.99,98.6772487,0.6,42.6,0.1,5.3,0.5,37.3,0,0.3,0.3,0.5,0.6,0,19.1,19.9,38.1,42.6,,,,,,,,,,,,,,,,
