symbol,sex,statistic_diet,p.adj_diet
Arsb,F,2.122703034,0.067
Arxes1,F,2.113256157,0.078
Arxes2,F,2.119603511,0.084
Asap1,F,2.06403248,0.072
Asf1b,F,-2.13905257,0.069
Asic4,F,-1.832096505,0.099
Ate1,F,2.022046352,0.097
Atf1,F,2.24293084,0.067
Atf7,F,2.150362741,0.057
Atg4c,F,2.185808232,0.063
Atoh7,F,-1.996355017,0.095
Atp11b,F,2.249400609,0.055
Atp13a4,F,2.114096,0.07
Atp2b1,F,2.367054187,0.052
Atp2b2,F,2.111715087,0.065
Atp5f1c,F,1.965572295,0.09
Atp5mc2,F,-2.127733433,0.061
Atp5mk,F,2.136607667,0.063
Atp5pd,F,1.982630795,0.091
Atp5pf,F,2.172533446,0.059
Atp6v0d1,F,1.95859045,0.098
Atp8a1,F,2.273762006,0.064
Atraid,F,1.882891229,0.095
Atrnl1,F,2.386931287,0.05
Atxn3,F,2.16378613,0.07
Atxn7l3b,F,2.1154992,0.07
Axin2,F,-2.003890116,0.093
Azi2,F,1.965663725,0.098
B2m,F,2.038418586,0.092
B3galnt1,F,2.035901551,0.095
B3galt1,F,2.203380174,0.06
B3gat2,F,2.14280199,0.078
B4galt1,F,2.234121339,0.05
B4galt6,F,2.186034835,0.077
BC005537,F,2.062977132,0.078
BC024063,F,2.261631524,0.069
BC053393,F,2.188930959,0.054
Babam2,F,2.187955323,0.056
Barx2,F,-1.880936679,0.096
Bbip1,F,2.070690293,0.085
Bbs10,F,2.249003336,0.05
Bcl2l13,F,2.235713884,0.071
Bfsp1,F,-1.836824165,0.097
Birc2,F,2.128783411,0.075
Bltp3b,F,2.23115217,0.056
Bmper,F,2.172507437,0.057
Bnip2,F,2.274207812,0.066
Braf,F,2.080241233,0.079
Brwd3,F,2.209006317,0.053
Bscl2,F,1.890090818,0.092
Btbd1,F,2.004491148,0.094
Btbd3,F,1.978155442,0.093
C1galt1,F,2.050463896,0.08
C1galt1c1,F,2.058407453,0.082
C1ql3,F,2.147400132,0.064
C1qtnf3,F,2.121463319,0.068
C2cd3,F,2.306031557,0.066
CK137956,F,-2.286799804,0.06
Cacnb2,F,2.2638664,0.055
Cadps,F,2.061599071,0.092
Cadps2,F,2.148451517,0.076
Camk2n1,F,1.903544189,0.095
Camta1,F,2.340884809,0.061
Cand1,F,2.168598231,0.077
Capn2,F,2.11504182,0.075
Capn7,F,2.179594549,0.076
Capza1,F,2.131053584,0.082
Carm1,F,2.037637349,0.07
Cars2,F,1.996613708,0.077
Casp12,F,1.987584956,0.075
Casp2,F,1.913786819,0.088
Casp3,F,1.965657962,0.093
Cat,F,1.981655431,0.082
Cbfa2t3,F,2.206260503,0.058
Cbfb,F,2.189413591,0.07
Cbl,F,2.031764344,0.07
Cbx4,F,-1.974940696,0.08
Ccdc141,F,1.875014265,0.098
Ccdc160,F,-2.15991685,0.06
Ccdc163,F,2.151207727,0.059
Ccdc186,F,2.25925035,0.062
Ccdc25,F,1.897597856,0.088
Ccdc27,F,-2.058595115,0.067
Ccdc30,F,2.071263838,0.065
Ccdc33,F,-2.274533967,0.06
Ccdc39,F,2.066930384,0.089
Ccdc59,F,2.00786653,0.076
Ccdc66,F,2.077954309,0.065
Ccdc85a,F,2.002796615,0.087
Ccdc88a,F,2.261481698,0.065
Ccdc90b,F,1.975105489,0.078
Ccng1,F,2.264219505,0.071
Ccni,F,2.411427737,0.054
Ccnl1,F,1.95498184,0.096
Ccny,F,1.908805558,0.099
Ccp110,F,2.140923522,0.078
Cct4,F,2.295035058,0.069
Cct6a,F,2.139150823,0.084
Cd160,F,-1.930355748,0.086
Cd24a,F,2.157335326,0.061
Cd302,F,1.955472241,0.095
Cd320,F,1.987571004,0.081
Cd36,F,1.919819986,0.086
Cd46,F,2.096640311,0.072
Cd59a,F,1.943812756,0.095
Cdc14a,F,2.073194947,0.077
Cdc37l1,F,2.115871228,0.076
Cdc42bpa,F,1.980282496,0.076
Cdc42ep1,F,-2.192491479,0.067
Cdc73,F,2.215368017,0.069
Cdh10,F,2.425324424,0.05
Cdh12,F,2.079892603,0.087
Cdh18,F,1.928473064,0.083
Cdhr4,F,-2.177999949,0.057
Cdk14,F,2.472438883,0.052
Cdk19,F,1.882405456,0.096
Cdk20,F,-1.819510304,0.099
Cdk2ap1,F,1.873727938,0.097
Cdk7,F,1.935878039,0.086
Cdkl2,F,2.273436869,0.059
Cdkl4,F,2.207337025,0.057
Cdkl5,F,1.938745661,0.09
Cds1,F,1.928493642,0.092
Ceacam16,F,-2.082909878,0.076
Cebpz,F,2.044081585,0.082
Cebpzos,F,1.899559146,0.099
Cenpw,F,1.871096441,0.097
Cep120,F,2.338605784,0.054
Cep135,F,2.074977585,0.067
Cep15,F,2.224851495,0.064
Cep152,F,2.235630483,0.061
Cep19,F,2.296750254,0.05
Cep20,F,2.031414365,0.094
Cep290,F,2.029333958,0.09
Cep295,F,2.140186973,0.07
Cep350,F,1.896053051,0.096
Cep70,F,2.042424651,0.09
Cept1,F,2.053587953,0.084
Cetn3,F,2.035977605,0.084
Cfap157,F,-2.032982307,0.082
Cfap418,F,2.387743848,0.059
Cfap47,F,1.987251533,0.08
Cfap54,F,1.922555379,0.084
Cftr,F,2.411096995,0.055
Chaf1a,F,-2.064577016,0.072
Chek1,F,1.900553155,0.093
Chka,F,2.014344635,0.077
Chmp1b,F,1.935524158,0.098
Chmp1b2,F,2.457197961,0.055
Chmp2b,F,2.342010188,0.061
Chn2,F,2.046974194,0.083
Chrm5,F,1.937230102,0.089
Chrnb4,F,-2.097841844,0.062
Chsy1,F,1.859670568,0.098
Chtf18,F,2.003659805,0.082
Churc1,F,2.152881496,0.074
Ckap5,F,2.114312046,0.081
Clca3a2,F,1.853477676,0.094
Cldn10,F,2.382628813,0.052
Clic4,F,2.280965332,0.064
Clic5,F,2.064861748,0.084
Clock,F,2.032739871,0.086
Clp1,F,1.880208084,0.09
Cltc,F,2.207483805,0.075
Clvs1,F,2.172754449,0.077
Clvs2,F,2.261819271,0.065
Clxn,F,1.992523585,0.093
Cmah,F,1.868273325,0.098
Cmpk2,F,1.928356347,0.095
Cnnm3,F,1.915290501,0.086
Cntln,F,2.333411743,0.052
Cntn3,F,1.97917695,0.076
Cntnap2,F,1.940768566,0.086
Cntnap5a,F,2.061511669,0.08
Cog7,F,2.049738735,0.076
Col4a5,F,2.091030438,0.069
Colec12,F,2.172539289,0.055
Colgalt2,F,2.325358828,0.054
Commd6,F,1.959555937,0.094
Cox16,F,1.97746695,0.094
Cox17,F,1.966251589,0.08
Cox18,F,2.08064512,0.067
Cox6b2,F,-2.290861583,0.058
Cox6c,F,1.903388681,0.09
Cox7a2,F,2.233433029,0.071
Cp,F,2.038081564,0.072
Cpa2,F,1.898862712,0.087
Cpne3,F,2.093671769,0.081
Cpne4,F,2.131861439,0.082
Cpq,F,2.052189796,0.08
Cpsf2,F,2.3018757,0.058
Cpsf6,F,2.387254724,0.056
Creb1,F,2.330859646,0.064
Creg2,F,2.025306098,0.093
Crhbp,F,2.33260767,0.06
Cript,F,1.99923356,0.096
Crispld1,F,2.045505019,0.069
Crispld2,F,1.830019362,0.098
Csf1r,F,1.914916213,0.093
Csnk1a1,F,2.023927123,0.094
Csnk1g1,F,2.27919226,0.051
Csrnp3,F,2.026402659,0.081
Cstf2,F,2.054462503,0.083
Ctnnb1,F,2.025455113,0.091
Cttnbp2,F,1.964062995,0.079
Cubn,F,2.117691655,0.074
Cul2,F,2.037676919,0.095
Cul5,F,2.300472529,0.065
Cwc22,F,1.919370413,0.096
Cwc27,F,-1.831900983,0.098
Cx3cr1,F,1.895475202,0.089
Cxxc4,F,2.257706997,0.062
Cyb5a,F,1.924445891,0.096
Cyp11a1,F,2.030326474,0.07
Cyrib,F,2.027391146,0.092
D030056L22Rik,F,2.285042285,0.055
D130040H23Rik,F,2.180362504,0.056
D130043K22Rik,F,2.247745595,0.054
D430041D05Rik,F,2.340775479,0.052
D5Ertd579e,F,1.871952963,0.098
D630045J12Rik,F,1.821811476,0.099
Dapk1,F,2.137466344,0.072
Dcaf12l1,F,2.03872387,0.093
Dcc,F,1.898038854,0.094
Dchs2,F,2.284956889,0.052
Dclk1,F,2.384130003,0.054
Dclk2,F,2.249504877,0.055
Dclre1a,F,1.845544249,0.098
Dcst2,F,-1.937866913,0.088
Ddah1,F,2.008712429,0.099
Ddias,F,2.181142184,0.061
Ddo,F,1.904727857,0.088
Ddr2,F,1.862004772,0.096
Ddx17,F,2.285329847,0.051
Ddx19b,F,2.227284055,0.054
Ddx20,F,2.27701616,0.05
Decr2,F,2.007262767,0.077
Dennd2d,F,1.823983705,0.099
Dennd4c,F,1.947651208,0.096
Desi1,F,2.028209864,0.07
Dgkb,F,2.042234569,0.092
Dgke,F,2.007400702,0.086
Dgkh,F,2.12128813,0.068
Dhodh,F,2.328113491,0.055
Dhx29,F,2.196823478,0.061
Diaph2,F,2.370106228,0.055
Dimt1,F,1.929936476,0.096
Dipk2a,F,2.159378054,0.078
Dixdc1,F,2.037052207,0.091
Dkc1,F,2.296898365,0.052
Dlg1,F,2.232423751,0.063
Dlg2,F,2.34019419,0.058
Dlgap1,F,2.343132781,0.055
Dlk1,F,2.02898768,0.079
Dll4,F,-1.99243485,0.077
Dmtf1,F,2.123975284,0.081
Dnah6,F,1.944228623,0.083
Dnah7a,F,-2.135355095,0.065
Dnah8,F,1.878365784,0.09
Dnajb14,F,2.120598487,0.062
Dnajc10,F,2.033663544,0.081
Dnajc13,F,1.967990407,0.078
Dnajc19,F,1.926249343,0.097
Dnajc24,F,2.338713154,0.054
Dnajc25,F,1.999530097,0.085
Dnali1,F,2.003339404,0.075
Dock3,F,2.106785643,0.065
Dock7,F,2.00348106,0.079
Dok6,F,2.391174689,0.052
Donson,F,2.438775529,0.051
Dpp8,F,2.006470653,0.092
Drosha,F,2.166334434,0.067
Dstn,F,2.305177817,0.066
Dtymk,F,1.963109404,0.086
Dusp10,F,2.097302697,0.062
Dync1li2,F,1.945739004,0.096
Dynlt1f,F,2.021002668,0.086
Dzip3,F,2.405457323,0.056
E130308A19Rik,F,2.055314132,0.067
E2f6,F,2.136532357,0.065
Ebag9,F,1.955474309,0.09
Ebf2,F,1.928700408,0.083
Ebf3,F,2.022380686,0.075
Echs1,F,1.96497241,0.086
Ecpas,F,2.189929173,0.067
Edem3,F,2.019619251,0.09
Eef1akmt1,F,2.236028856,0.054
Eef1akmt2,F,2.214993397,0.068
Eef1akmt3,F,1.906701689,0.091
Eeig2,F,2.392539052,0.054
Efcab14,F,2.079169408,0.084
Efcab2,F,2.108421152,0.062
Efemp1,F,1.92670752,0.083
Efl1,F,1.878060916,0.093
Efna5,F,2.005422498,0.079
Egf,F,1.847549691,0.095
Ehd3,F,2.339154355,0.058
Eif1ax,F,2.011930903,0.093
Eif2a,F,2.497701193,0.05
Eif2ak2,F,1.842875315,0.096
Eif2s1,F,2.418319326,0.056
Eif3j1,F,1.952385513,0.09
Eif4e2,F,2.110594023,0.081
Eif4e3,F,2.254427134,0.063
Eif4g2,F,2.091438556,0.088
Elapor2,F,2.168324472,0.078
Elavl2,F,2.003339365,0.096
Ell2,F,2.029080414,0.088
Emcn,F,1.899918056,0.096
Emg1,F,2.220592963,0.068
Emp3,F,-2.143181907,0.058
En2,F,2.189426172,0.062
Enah,F,2.34111989,0.055
Enoph1,F,2.236307788,0.073
Entpd1,F,2.262140393,0.063
Epha4,F,2.269419594,0.063
Epm2a,F,2.137628374,0.072
Epn2,F,1.85424972,0.099
Eprs,F,2.180522922,0.055
Eps8,F,2.269321794,0.062
Epx,F,1.873248908,0.093
Erap1,F,1.908889754,0.099
Erbb4,F,2.377631415,0.054
Erbin,F,2.317831018,0.062
Erc1,F,2.147032552,0.058
Ercc3,F,1.878812662,0.096
Ergic2,F,2.005239988,0.093
Ermard,F,2.293212951,0.051
Ermardl1,F,2.160225906,0.058
Ermn,F,2.221804194,0.063
Ermp1,F,2.342766571,0.055
Ero1b,F,2.458573924,0.054
Erp44,F,2.321221876,0.065
Esrrg,F,2.19192286,0.072
Etfrf1,F,1.975673906,0.096
Etnk1,F,2.107842417,0.084
Exo5,F,2.202948404,0.058
Exoc2,F,2.344785007,0.061
Exoc3,F,2.434377797,0.051
Exoc6b,F,1.836913411,0.099
Eya1,F,1.903607357,0.09
F13a1,F,2.04664753,0.07
F2r,F,2.203611909,0.065
F3,F,2.08777784,0.08
Fabp7,F,2.046624346,0.075
Fadd,F,2.285597025,0.057
Fam114a2,F,2.156827732,0.066
Fam120a,F,2.272822949,0.06
Fam120b,F,2.136366859,0.069
Fam136a,F,1.928942361,0.094
Fam149a,F,2.143511539,0.076
Fam168a,F,2.080094484,0.076
Fam20a,F,1.972135992,0.08
Fam210a,F,2.403751013,0.056
Fam210b,F,2.11255795,0.082
Fam221a,F,2.069502356,0.066
Fam227a,F,2.293358648,0.064
Fam228b,F,2.117239634,0.06
Fam89a,F,1.884905034,0.092
Fam91a1,F,1.977060044,0.094
Fam98b,F,1.960946453,0.095
Fanca,F,1.895667827,0.088
Far2,F,2.247721153,0.06
Fastkd5,F,2.060065944,0.067
Fblim1,F,2.037630667,0.069
Fbxo22,F,2.007083881,0.086
Fbxo38,F,2.05480455,0.083
Fbxo9,F,2.113146961,0.078
Fcrl2,F,2.082695133,0.074
Fdx1,F,2.431532968,0.05
Fdx2,F,2.096874512,0.066
Fdxacb1,F,2.529622392,0.05
Fech,F,2.163152097,0.064
Fem1b,F,2.340229977,0.061
Fgf12,F,2.07549716,0.077
Fgf9,F,2.172474104,0.066
Fgfr1op2,F,2.145628428,0.082
Fggy,F,2.013913201,0.082
Fgl2,F,1.888181955,0.095
Fh1,F,2.060405521,0.089
Fhl1,F,2.057111944,0.093
Fktn,F,1.91360037,0.09
Fmnl3,F,-2.000431818,0.086
Fmo1,F,2.254641113,0.055
Fmr1,F,2.108214958,0.082
Fndc1,F,1.945185508,0.095
Fntb,F,1.985754674,0.086
Folh1,F,1.987544875,0.093
Foxr1,F,1.98289801,0.081
Fpgt,F,1.992185351,0.094
Fra10ac1,F,1.976822408,0.077
Frmd4a,F,2.196262898,0.056
Frrs1l,F,2.127022333,0.081
Ftsj1,F,1.981604533,0.087
Fundc2,F,2.143009629,0.083
Fut9,F,2.196846409,0.077
Fxn,F,1.854125943,0.094
Fyb2,F,-1.98202397,0.077
G3bp2,F,2.021971194,0.097
Gabre,F,1.828629234,0.098
Gadd45b,F,-2.184041066,0.06
Gadl1,F,2.049286649,0.088
Gal3st2c,F,1.966343955,0.082
Galk2,F,2.104778628,0.078
Galnt15,F,1.850613825,0.094
Galnt7,F,2.07540905,0.085
Garin1a,F,2.153790528,0.06
Garnl3,F,2.015015815,0.075
Gask1a,F,2.293486846,0.062
Gatad1,F,2.077513287,0.075
Gatc,F,1.89761828,0.089
Gcfc2,F,1.935237021,0.082
Gda,F,1.99606199,0.099
Gdap1,F,2.471769612,0.051
Gdpd3,F,2.181594863,0.055
Get1,F,2.166787772,0.067
Ggact,F,2.086342697,0.064
Gid4,F,2.099829716,0.068
Gin1,F,2.435127509,0.05
Gja1,F,2.250363998,0.055
Gjb6,F,2.02514208,0.096
Gli1,F,-2.037555784,0.087
Glipr1,F,2.002405468,0.079
Glis3,F,2.119785673,0.06
Glmn,F,2.24202528,0.074
Glo1,F,2.04796721,0.084
Glrx2,F,2.09503408,0.086
Glt8d1,F,2.301752471,0.063
Gm11127,F,-2.124116377,0.087
Gm11518,F,2.286889458,0.057
Gm11962,F,-2.228450813,0.055
Gm11992,F,2.082726417,0.068
Gm13323,F,-1.827844597,0.098
Gm13835,F,2.499067806,0.053
Gm14296,F,2.25986124,0.06
Gm14305,F,2.248318298,0.067
Gm14322,F,1.891085639,0.091
Gm14325,F,2.245501197,0.057
Gm14443,F,2.188133335,0.054
Gm14824,F,1.985944546,0.082
Gm19026,F,1.840686945,0.099
Gm19716,F,-2.123785062,0.085
Gm2011,F,2.038007935,0.069
Gm20257,F,-2.002831531,0.09
Gm20716,F,2.034747301,0.082
Gm2446,F,2.272094962,0.072
Gm2574,F,-1.838265375,0.097
Gm28455,F,2.050299658,0.068
Gm2897,F,2.171575699,0.06
Gm29609,F,2.188026148,0.055
Gm3002,F,1.953798195,0.08
Gm35549,F,-1.944880861,0.088
Gm3667,F,2.055300475,0.076
Gm3854,F,2.095918595,0.066
Gm42785,F,1.857512108,0.093
Gm42857,F,2.117076136,0.066
Gm4631,F,2.417227951,0.051
Gm46432,F,2.006638822,0.073
Gm47933,F,1.901498262,0.095
Gm48113,F,2.53551199,0.052
Gm48348,F,2.086196398,0.073
Gm49450,F,-2.204438908,0.078
Gm49858,F,1.959580896,0.079
Gm5138,F,-1.838265375,0.097
Gm52989,F,-2.232165896,0.075
Gm6170,F,1.890725182,0.094
Gm9531,F,2.234872907,0.064
Gm9544,F,-2.186600042,0.055
Gm9843,F,1.853425537,0.095
Gmeb2,F,2.071972367,0.072
Gmps,F,2.198978289,0.079
Gnaq,F,2.191964173,0.074
Gnb4,F,2.106734085,0.074
Gnb5,F,2.230031341,0.057
Golga1,F,2.463535403,0.054
Golga3,F,2.21090444,0.052
Golph3,F,2.009013252,0.097
Gpat3,F,1.985394604,0.087
Gpatch11,F,2.198395434,0.066
Gpcpd1,F,2.201325892,0.074
Gphn,F,1.976021393,0.092
Gpnmb,F,2.11697279,0.079
Gpr137b,F,2.160005136,0.076
Gpr34,F,2.29936901,0.054
Gpsm2,F,2.209443287,0.053
Grep1,F,-2.123053065,0.075
Gria1,F,1.976226289,0.09
Gria2,F,2.001954782,0.09
Gria3,F,2.193543404,0.078
Gria4,F,2.090428657,0.069
Grin2b,F,2.198322603,0.053
Grsf1,F,2.362639107,0.056
Grtp1,F,2.002715852,0.078
Gsk3b,F,2.127222055,0.08
Gskip,F,2.330085759,0.056
Gspt1,F,2.166966851,0.074
Gstk1,F,2.314784903,0.052
Gtf2a2,F,2.181850934,0.069
Gtf2h2,F,2.168945579,0.074
Gtf3c1,F,2.001709101,0.073
Gtf3c3,F,2.106132931,0.085
Gucy1b1,F,2.203021655,0.072
Guf1,F,2.327818377,0.061
Gvin2,F,1.90777269,0.087
H2-M6-ps,F,-2.244499249,0.066
H2-Q1,F,2.058851841,0.069
H2ac6,F,-1.979730391,0.092
H2az1,F,2.076317133,0.088
H2bc6,F,2.022176434,0.075
H3f3a,F,2.180334306,0.064
Hacd3,F,2.172130455,0.076
Hacd4,F,2.098390516,0.083
Hacl1,F,2.248180061,0.051
Haus1,F,2.303668896,0.05
Haus4,F,-1.837350062,0.098
Hbegf,F,-1.959822087,0.086
Hdac1,F,2.163970664,0.056
Hdac2,F,2.46897374,0.051
Hdhd2,F,1.99354967,0.099
Hdx,F,1.9749968,0.079
Heatr3,F,2.0820409,0.076
Hecw1,F,2.233596035,0.059
Heg1,F,1.912239747,0.085
Herc3,F,2.172780373,0.061
Heyl,F,-1.84267612,0.095
Hhat,F,-2.044944794,0.069
Hhip,F,2.131502243,0.076
Hic1,F,-1.952928136,0.095
Hint3,F,2.177582512,0.074
Hip1,F,1.968294543,0.081
Hipk1,F,2.378923754,0.056
Hivep2,F,2.125818746,0.065
Hjurp,F,2.028261433,0.077
Hmg20a,F,2.189340262,0.065
Hmgn2,F,2.206792435,0.075
Hnrnpd,F,2.100596728,0.076
Homer1,F,2.239664377,0.056
Hook1,F,2.191769552,0.071
Hook3,F,2.146623152,0.077
Hp1bp3,F,2.110868352,0.072
Hsd17b11,F,1.961226481,0.078
Hsdl2,F,2.453722588,0.055
Hsh2d,F,2.28485136,0.051
Hspa1b,F,-1.963624844,0.086
Hspa4,F,2.036416858,0.086
Hspa4l,F,2.449547483,0.054
Htr1b,F,2.176542866,0.061
Htr2a,F,2.143320108,0.073
Hus1,F,2.005626454,0.087
Hycc2,F,2.107249782,0.084
Iars2,F,2.079866786,0.085
Ibtk,F,2.046164282,0.081
Idh3g,F,1.955675589,0.096
Iffo2,F,-2.194005686,0.057
Ifi30,F,-1.926177706,0.087
Ifit2,F,2.175783498,0.063
Ift140,F,2.186530445,0.057
Ift74,F,2.141615902,0.08
Igf1,F,1.959923746,0.082
Igsf9b,F,1.91992195,0.084
Iho1,F,2.086402224,0.064
Ikbkg,F,2.076814389,0.074
Il15,F,1.887476777,0.094
Il17re,F,2.1092187,0.062
Il1rap,F,2.022941099,0.078
Ildr1,F,1.835471469,0.096
Ilkap,F,1.934141839,0.082
Immt,F,2.407392608,0.055
Impa2,F,1.824463767,0.099
Inpp4a,F,2.328481641,0.051
Ints2,F,2.312539872,0.052
Ipcef1,F,2.297159947,0.063
Ipo8,F,2.216399683,0.072
Ippk,F,1.992297043,0.077
Irf6,F,1.86315114,0.099
Isoc1,F,2.121447517,0.077
Isoc2b,F,1.983834398,0.089
Ist1,F,1.968146315,0.09
Itga1,F,1.904067653,0.097
Itga8,F,1.8214286,0.099
Itgav,F,2.197755275,0.062
Iws1,F,2.054834317,0.072
Jagn1,F,2.131950954,0.072
Jak1,F,1.970012613,0.098
Jak3,F,-2.011241192,0.096
Jam3,F,2.434359848,0.052
Jarid2,F,2.127076542,0.059
Jazf1,F,2.016072621,0.081
Jkamp,F,2.110523374,0.08
Kalrn,F,2.132956008,0.061
Kat7,F,2.003065915,0.091
Kazald1,F,-1.982454317,0.092
Kcnh1,F,1.911215893,0.085
Kcnh7,F,2.05577686,0.079
Kcnh8,F,2.026356328,0.07
Kcnma1,F,1.975931281,0.076
Kcnn2,F,2.242764681,0.052
Kcnq2,F,1.986150793,0.082
Kcnt2,F,2.468732111,0.05
Kif2a,F,2.388480819,0.058
Kif3c,F,2.004711795,0.086
Kifap3,F,2.188958804,0.077
Klc3,F,-2.146763683,0.058
Klf13,F,2.200699077,0.073
Klhdc10,F,2.094731076,0.078
Klhl12,F,2.029601586,0.082
Klhl2,F,2.02793627,0.076
Klhl23,F,2.211124249,0.07
Klhl32,F,2.107236658,0.082
Klhl9,F,2.398787696,0.058
Kmo,F,1.839527186,0.096
Kmt2a,F,2.204370496,0.052
Kpna4,F,2.158748026,0.074
Kpna6,F,2.148311021,0.072
Kpnb1,F,2.075276041,0.078
Krt26,F,2.181077846,0.054
Krt73,F,-2.000084254,0.074
Lamtor5,F,2.256398364,0.051
Laptm4a,F,2.321530819,0.05
Large1,F,2.078015542,0.081
Larp6,F,-2.085618929,0.087
Lars,F,2.186065992,0.071
Lax1,F,-1.974014211,0.087
Lbp,F,1.844414406,0.096
Lepr,F,2.103642432,0.064
Leprotl1,F,1.980628166,0.099
Letm2,F,2.001692347,0.082
Lipe,F,-2.369517468,0.052
Lipo3,F,2.074614246,0.089
Litaf,F,2.186383201,0.069
Lmbr1,F,2.332280024,0.064
Lmbrd1,F,2.030092602,0.095
Lnpk,F,2.395249288,0.052
Lnx1,F,1.965155672,0.08
Lonrf2,F,2.455519222,0.053
Lonrf3,F,2.241116409,0.05
Lpar6,F,2.037724328,0.076
Lpcat1,F,2.165271058,0.068
Lpcat3,F,-1.843691129,0.099
Lpgat1,F,2.012637905,0.096
Lpp,F,2.088877207,0.064
Lrba,F,2.192378013,0.054
Lrch1,F,2.192519335,0.072
Lrch3,F,2.083714628,0.073
Lrfn5,F,1.978365685,0.077
Lrrc3b,F,2.094643725,0.063
Lrrc57,F,1.936263785,0.096
Lrrcc1,F,1.954529632,0.087
Lrrn1,F,1.925268399,0.09
Lrrtm2,F,2.202756773,0.074
Ltn1,F,2.092146643,0.085
Luc7l2,F,2.097109014,0.072
Luzp2,F,2.165256155,0.075
Ly6m,F,2.21965905,0.051
Lyn,F,2.065040454,0.067
Lypla1,F,2.096770644,0.084
Lyplal1,F,1.94680604,0.086
Lyrm1,F,1.921513511,0.093
Lyrm4,F,2.076504804,0.071
Lyve1,F,1.939531389,0.082
Lyz2,F,2.076427152,0.074
Lztfl1,F,2.098288404,0.078
Magi3,F,2.319184631,0.054
Mak,F,1.954550311,0.09
Mall,F,-2.049941279,0.077
Malsu1,F,2.132712412,0.064
Mamdc4,F,-2.002091162,0.075
Maml1,F,-2.004964522,0.079
Maml2,F,2.116549471,0.061
Manba,F,1.887729522,0.09
Manea,F,2.097455871,0.088
Mansc1,F,2.134784962,0.065
Map2,F,2.11731187,0.065
Map2k1,F,2.114632992,0.075
Map3k3,F,-2.019123253,0.072
Map3k7,F,2.084377921,0.075
Map4k5,F,2.230569819,0.058
Map9,F,2.012170106,0.084
Mapk1,F,2.218965321,0.06
Mapk7,F,-2.045119257,0.078
Mapk8,F,1.993528561,0.094
Mapk9,F,2.136168577,0.077
Mapkap1,F,1.937643244,0.091
Marchf4,F,2.121599296,0.062
Marcks,F,2.26349797,0.063
Marf1,F,2.199109183,0.067
Mark3,F,2.193642395,0.056
Mars1,F,2.209185656,0.069
Mcm10,F,-1.988578326,0.076
Mcm9,F,1.929342982,0.087
Mdfic,F,1.95622788,0.079
Mdn1,F,2.012039785,0.075
Me2,F,2.212388845,0.054
Med12l,F,2.213670083,0.052
Med13,F,1.945954006,0.085
Med23,F,2.185149572,0.058
Med30,F,2.15341429,0.064
Megf10,F,1.948365789,0.082
Megf11,F,2.054531347,0.083
Memo1,F,2.27701609,0.066
Mertk,F,1.968396898,0.078
Mff,F,2.083778351,0.09
Mfng,F,-1.981966393,0.094
Mfsd6,F,1.972457239,0.092
Mga,F,2.096188534,0.07
Mib1,F,2.108398027,0.075
Micu2,F,2.403842307,0.055
Minar2,F,2.00221453,0.092
Mindy2,F,2.386330733,0.058
Mindy4b-ps,F,2.089848499,0.08
Mios,F,2.068883834,0.082
Mipep,F,2.204176775,0.064
Mlh3,F,1.910128725,0.096
Mllt10,F,2.185970088,0.062
Mmgt2,F,2.234918691,0.054
Mns1,F,2.185702976,0.065
Morf4l1-ps1,F,-2.037959465,0.071
Mpc2,F,1.995870717,0.094
Mpp1,F,2.194350244,0.071
Mpv17,F,2.020651808,0.092
Mpzl2,F,1.927254854,0.083
Mre11a,F,2.250820814,0.053
Mrpl13,F,1.880802475,0.097
Mrpl15,F,2.397775929,0.05
Mrpl16,F,2.232255456,0.051
Mrpl18,F,2.052387208,0.072
Mrpl35,F,1.984640094,0.084
Mrpl40,F,2.022957826,0.076
Mrpl49,F,2.464542001,0.051
Mrps24,F,2.056382509,0.067
Mrs2,F,2.31602353,0.05
Mrtfb,F,2.09109447,0.067
Ms4a6c,F,2.274242087,0.055
Msantd3,F,2.130867428,0.063
Msantd7,F,2.020013397,0.072
Msc,F,1.93366151,0.096
Msh4,F,2.181565827,0.054
Msh5,F,1.932001642,0.089
Mtdh,F,2.075924973,0.083
Mterf2,F,1.884938765,0.093
Mthfd2l,F,2.137445838,0.079
Mtln,F,1.903359722,0.096
Mtm1,F,1.983416559,0.093
Mtmr6,F,2.228129131,0.065
Mtpap,F,2.026922953,0.087
Mturn,F,2.001844541,0.098
Mtus1,F,2.030206583,0.085
Mtx3,F,2.077881317,0.077
Muc12,F,2.091907462,0.063
Mx1,F,2.443350819,0.051
Mxi1,F,1.902508805,0.097
Mybl2,F,-1.936185671,0.082
Mycbp,F,1.952146109,0.094
Myo1c,F,-2.178933184,0.073
Mysm1,F,2.129030853,0.08
Naa35,F,2.391372923,0.05
Nadsyn1,F,1.924625724,0.084
Nagk,F,1.898228232,0.087
Nalcn,F,2.044046538,0.089
Napepld,F,2.223748789,0.055
Nat1,F,2.179318505,0.058
Nbdy,F,2.176864002,0.067
Nbeal1,F,1.971247484,0.099
Nbr1,F,2.519236125,0.051
Ncald,F,1.977987426,0.099
Ncam2,F,2.118393358,0.072
Ncapd3,F,2.020113891,0.072
Ncbp1,F,2.264300786,0.051
Ncbp2,F,1.959006616,0.098
Ncoa1,F,1.915010204,0.092
Ncoa7,F,2.07168612,0.091
Ndst3,F,2.335702896,0.055
