"module_name","sex","timepoint",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","p.adj.signif","comparison_type"
"Menaquinone synthesis (vitamin K2) I","M","w5","clr_abundance","FOS+GOS","1472",13,12,-0.747154975710798,21.9535158316333,0.463,0.496,"ns","treatment"
"Menaquinone synthesis (vitamin K2) I","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-3.4068250781292,19.4210035599897,0.003,0.009,"**","treatment"
"Menaquinone synthesis (vitamin K2) I","F","w10","clr_abundance","Vehicle","1472",12,13,-2.7867372243744,20.6085348200604,0.011,0.022,"*","treatment"
"Menaquinone synthesis (vitamin K2) I","F","w10","clr_abundance","FOS+GOS","1472",12,13,0.488004957466784,22.9899123414897,0.63,0.63,"ns","treatment"
"Menaquinone synthesis (vitamin K2) I","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-0.803006873077086,18.3026309389732,0.432,0.864,"ns","treatment"
"Menaquinone synthesis (vitamin K2) I","F","w5","clr_abundance","Vehicle","1472",12,13,-1.86114433069358,22.4061577522986,0.076,0.228,"ns","treatment"
"Menaquinone synthesis (vitamin K2) I","F","w5","clr_abundance","FOS+GOS","1472",12,13,-0.517749742058455,17.1544266417166,0.611,0.864,"ns","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,3.33399730034641,21.9740188883885,0.003,0.006,"**","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","M","w10","clr_abundance","Vehicle","1472",12,12,-0.891699068326646,19.953929809804,0.383,0.383,"ns","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","M","w10","clr_abundance","FOS+GOS","1472",13,12,-3.61588470532936,18.2406234450916,0.002,0.006,"**","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,2.83790662202198,22.2637505552944,0.01,0.028,"*","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","M","w5","clr_abundance","Vehicle","1472",12,12,0.244068913421068,21.5295210424565,0.809,0.809,"ns","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.33563741649267,20.8138965418921,0.03,0.059,"ns","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,2.42767650276395,21.2297511062542,0.024,0.048,"*","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","F","w10","clr_abundance","Vehicle","1472",12,13,-1.31649504081131,21.3538094453945,0.202,0.202,"ns","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","F","w10","clr_abundance","FOS+GOS","1472",12,13,-3.28716712408035,22.7921664474328,0.003,0.01,"**","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,1.42873547189584,17.9007687726541,0.17,0.34,"ns","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","F","w5","clr_abundance","Vehicle","1472",12,13,-1.08530330341969,22.9382194851306,0.289,0.34,"ns","treatment"
"Menaquinone synthesis (vitamin K2) II (alternative pathway: futalosine pathway)","F","w5","clr_abundance","FOS+GOS","1472",12,13,-2.19326497421096,19.1921836950806,0.041,0.122,"ns","treatment"
"GABA synthesis I","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.110590618298842,19.0998202586646,0.913,1,"ns","treatment"
"GABA synthesis I","M","w10","clr_abundance","Vehicle","1472",12,12,0.46447692168558,21.7889625194978,0.647,1,"ns","treatment"
"GABA synthesis I","M","w10","clr_abundance","FOS+GOS","1472",13,12,0.44424546126335,20.2785457873589,0.662,1,"ns","treatment"
"GABA synthesis I","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,0.753048357042775,21.0938630871648,0.46,1,"ns","treatment"
"GABA synthesis I","M","w5","clr_abundance","Vehicle","1472",12,12,0.689228066328321,19.0551966829114,0.499,1,"ns","treatment"
"GABA synthesis I","M","w5","clr_abundance","FOS+GOS","1472",13,12,-0.122486754433684,22.7338445659668,0.904,1,"ns","treatment"
"GABA synthesis I","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-2.25096889651935,21.7418897015646,0.035,0.099,"ns","treatment"
"GABA synthesis I","F","w10","clr_abundance","Vehicle","1472",12,13,-0.0625668630680723,22.7099709460129,0.951,0.951,"ns","treatment"
"GABA synthesis I","F","w10","clr_abundance","FOS+GOS","1472",12,13,2.27050951386316,22.9996940224974,0.033,0.099,"ns","treatment"
"GABA synthesis I","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-0.637686905191026,21.6823041689284,0.53,1,"ns","treatment"
"GABA synthesis I","F","w5","clr_abundance","Vehicle","1472",12,13,0.416542512583815,20.2936183204315,0.681,1,"ns","treatment"
"GABA synthesis I","F","w5","clr_abundance","FOS+GOS","1472",12,13,1.19758169192993,21.6251815571862,0.244,0.732,"ns","treatment"
"GABA synthesis II","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.28642656118038,12.4867709855166,0.779,1,"ns","treatment"
"GABA synthesis II","M","w10","clr_abundance","Vehicle","1472",12,12,-0.19388268973487,13.0310553770501,0.849,1,"ns","treatment"
"GABA synthesis II","M","w10","clr_abundance","FOS+GOS","1472",13,12,-0.347917690678167,16.9268993260258,0.732,1,"ns","treatment"
"GABA synthesis II","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-1.58591310493132,19.1675854453063,0.129,0.309,"ns","treatment"
"GABA synthesis II","M","w5","clr_abundance","Vehicle","1472",12,12,-1.72969477054753,16.0276967918995,0.103,0.309,"ns","treatment"
"GABA synthesis II","M","w5","clr_abundance","FOS+GOS","1472",13,12,0.682170449756175,13.9639774768855,0.506,0.506,"ns","treatment"
"GABA synthesis II","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-0.882646355368157,21.9661356182224,0.387,1,"ns","treatment"
"GABA synthesis II","F","w10","clr_abundance","Vehicle","1472",12,13,-0.374314348773124,19.1188003633179,0.712,1,"ns","treatment"
"GABA synthesis II","F","w10","clr_abundance","FOS+GOS","1472",12,13,0.674584382263261,18.6515609654737,0.508,1,"ns","treatment"
"GABA synthesis II","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,0.970813545012842,11.7147334779529,0.351,0.594,"ns","treatment"
"GABA synthesis II","F","w5","clr_abundance","Vehicle","1472",12,13,-1.2936194152644,20.6160455597196,0.21,0.594,"ns","treatment"
"GABA synthesis II","F","w5","clr_abundance","FOS+GOS","1472",12,13,-1.35791652133184,12.6016172435982,0.198,0.594,"ns","treatment"
"Acetate synthesis I","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.91865569325477,16.0634907997374,0.372,0.744,"ns","treatment"
"Acetate synthesis I","M","w10","clr_abundance","Vehicle","1472",12,12,-0.0223716872833387,15.74616289975,0.982,0.982,"ns","treatment"
"Acetate synthesis I","M","w10","clr_abundance","FOS+GOS","1472",13,12,-1.53357445393931,22.9944796871222,0.139,0.417,"ns","treatment"
"Acetate synthesis I","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,2.1940385427694,17.927504497818,0.042,0.125,"ns","treatment"
"Acetate synthesis I","M","w5","clr_abundance","Vehicle","1472",12,12,0.941894899623269,19.6241766511069,0.358,0.358,"ns","treatment"
"Acetate synthesis I","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.53470107711125,22.0080040617756,0.139,0.278,"ns","treatment"
"Acetate synthesis I","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,0.795305725163991,21.9893514980532,0.435,0.438,"ns","treatment"
"Acetate synthesis I","F","w10","clr_abundance","Vehicle","1472",12,13,-1.26604731999686,21.8268515098121,0.219,0.438,"ns","treatment"
"Acetate synthesis I","F","w10","clr_abundance","FOS+GOS","1472",12,13,-1.95113886600196,21.6258717846746,0.064,0.192,"ns","treatment"
"Acetate synthesis I","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,3.51625530230175,21.3444173991656,0.002,0.004,"**","treatment"
"Acetate synthesis I","F","w5","clr_abundance","Vehicle","1472",12,13,-0.965751849999223,22.5288355127718,0.344,0.344,"ns","treatment"
"Acetate synthesis I","F","w5","clr_abundance","FOS+GOS","1472",12,13,-4.14781838158138,21.0019292657589,0.000456,0.001,"**","treatment"
"Nitric oxide synthesis I (NO synthase)","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.701335338385552,14.3759251773994,0.494,0.988,"ns","treatment"
"Nitric oxide synthesis I (NO synthase)","M","w10","clr_abundance","Vehicle","1472",12,12,1.05158608932562,16.7484424595896,0.308,0.924,"ns","treatment"
"Nitric oxide synthesis I (NO synthase)","M","w10","clr_abundance","FOS+GOS","1472",13,12,0.659883322219325,20.7162382842999,0.517,0.988,"ns","treatment"
"Nitric oxide synthesis I (NO synthase)","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,2.22653809072654,16.1483040099041,0.041,0.081,"ns","treatment"
"Nitric oxide synthesis I (NO synthase)","M","w5","clr_abundance","Vehicle","1472",12,12,-0.561027982141437,21.4950363653728,0.581,0.581,"ns","treatment"
"Nitric oxide synthesis I (NO synthase)","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.63994784430043,14.862112647786,0.019,0.056,"ns","treatment"
"Nitric oxide synthesis I (NO synthase)","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-0.198657591400607,21.6413992277319,0.844,1,"ns","treatment"
"Nitric oxide synthesis I (NO synthase)","F","w10","clr_abundance","Vehicle","1472",12,13,-0.174132689571373,20.4987963805461,0.863,1,"ns","treatment"
"Nitric oxide synthesis I (NO synthase)","F","w10","clr_abundance","FOS+GOS","1472",12,13,-0.0294233692422653,19.0828354375305,0.977,1,"ns","treatment"
"Nitric oxide synthesis I (NO synthase)","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,4.25073304712808,13.9827005444893,0.000809,0.002,"**","treatment"
"Nitric oxide synthesis I (NO synthase)","F","w5","clr_abundance","Vehicle","1472",12,13,2.55649884013898,19.7303405920705,0.019,0.038,"*","treatment"
"Nitric oxide synthesis I (NO synthase)","F","w5","clr_abundance","FOS+GOS","1472",12,13,-1.84877559061628,18.3932205712715,0.081,0.081,"ns","treatment"
"Acetate synthesis IV","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-2.13415008242372,22.8821384324435,0.044,0.131,"ns","treatment"
"Acetate synthesis IV","M","w10","clr_abundance","Vehicle","1472",12,12,-0.0480245227972106,21.9622335212842,0.962,0.962,"ns","treatment"
"Acetate synthesis IV","M","w10","clr_abundance","FOS+GOS","1472",13,12,2.13049986010196,22.9789781048827,0.044,0.131,"ns","treatment"
"Acetate synthesis IV","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,0.889515816450213,22.4493844166966,0.383,0.383,"ns","treatment"
"Acetate synthesis IV","M","w5","clr_abundance","Vehicle","1472",12,12,-2.37227413939505,19.9716687190673,0.028,0.056,"ns","treatment"
"Acetate synthesis IV","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.95171363874478,22.3505315218553,0.007,0.022,"*","treatment"
"Acetate synthesis IV","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-1.02600922656088,19.7194616469768,0.317,0.951,"ns","treatment"
"Acetate synthesis IV","F","w10","clr_abundance","Vehicle","1472",12,13,-0.59323281090795,20.5684389537367,0.559,1,"ns","treatment"
"Acetate synthesis IV","F","w10","clr_abundance","FOS+GOS","1472",12,13,0.344895329898327,22.997440295868,0.733,1,"ns","treatment"
"Acetate synthesis IV","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-1.06784754359124,20.1677603694879,0.298,0.596,"ns","treatment"
"Acetate synthesis IV","F","w5","clr_abundance","Vehicle","1472",12,13,-1.72972722028156,20.8517830862757,0.098,0.296,"ns","treatment"
"Acetate synthesis IV","F","w5","clr_abundance","FOS+GOS","1472",12,13,-0.629793143522885,22.9832259299625,0.535,0.596,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-1.65774078408236,22.9629137059522,0.111,0.333,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","M","w10","clr_abundance","Vehicle","1472",12,12,-0.0480245227972106,21.9622335212842,0.962,0.962,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","M","w10","clr_abundance","FOS+GOS","1472",13,12,1.64294449312823,22.849114071024,0.114,0.333,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,0.226394375898967,22.9743906768638,0.823,0.823,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","M","w5","clr_abundance","Vehicle","1472",12,12,-1.19457866100889,16.2482821243922,0.249,0.498,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.47001510962074,17.5312250939028,0.159,0.477,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-1.60709731428242,19.9740440603661,0.124,0.372,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","F","w10","clr_abundance","Vehicle","1472",12,13,0.0160373971128124,22.1274068797341,0.987,0.987,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","F","w10","clr_abundance","FOS+GOS","1472",12,13,1.47031219416718,22.6371884694005,0.155,0.372,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-1.72086428485131,15.354272926601,0.105,0.21,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","F","w5","clr_abundance","Vehicle","1472",12,13,-2.0663082019911,22.6137517548425,0.05,0.151,"ns","treatment"
"Nitric oxide degradation II (NO reductase)","F","w5","clr_abundance","FOS+GOS","1472",12,13,0.569566929219872,14.7369693904699,0.578,0.578,"ns","treatment"
"Kynurenine degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-1.65774078408236,22.9629137059522,0.111,0.333,"ns","treatment"
"Kynurenine degradation","M","w10","clr_abundance","Vehicle","1472",12,12,-0.0480245227972106,21.9622335212842,0.962,0.962,"ns","treatment"
"Kynurenine degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,1.64294449312823,22.849114071024,0.114,0.333,"ns","treatment"
"Kynurenine degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,0.226394375898967,22.9743906768638,0.823,0.823,"ns","treatment"
"Kynurenine degradation","M","w5","clr_abundance","Vehicle","1472",12,12,-1.19457866100889,16.2482821243922,0.249,0.498,"ns","treatment"
"Kynurenine degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.47001510962074,17.5312250939028,0.159,0.477,"ns","treatment"
"Kynurenine degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-1.02600922656088,19.7194616469768,0.317,0.951,"ns","treatment"
"Kynurenine degradation","F","w10","clr_abundance","Vehicle","1472",12,13,0.0160373971128124,22.1274068797341,0.987,0.987,"ns","treatment"
"Kynurenine degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,0.94612576722659,22.4897790480305,0.354,0.951,"ns","treatment"
"Kynurenine degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-1.72086428485131,15.354272926601,0.105,0.21,"ns","treatment"
"Kynurenine degradation","F","w5","clr_abundance","Vehicle","1472",12,13,-2.0663082019911,22.6137517548425,0.05,0.151,"ns","treatment"
"Kynurenine degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,0.569566929219872,14.7369693904699,0.578,0.578,"ns","treatment"
