"order","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj","comparison_type"
"Burkholderiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Female","week 10","ran_pars","Residual","sd__Observation",0.00471728912927644,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.0124127951900531,0.00181431448139741,6.84158965676808,10.7314634200415,3.16627595443526e-05,9.49882786330577e-05,"treatment"
"Burkholderiales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000684610387941516,0.00184926601640987,0.370206547823015,12.3510853719011,0.717499253784354,1,"treatment"
"Burkholderiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00134647330345049,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00192617125481515,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Male","week 10","ran_pars","Residual","sd__Observation",0.00388350688425654,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00498670272717904,0.00281887375192246,1.76904081773017,14.2318601107296,0.098303888431012,0.294911665293036,"treatment"
"Burkholderiales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.000840677136889808,0.0028388513018631,0.296132853572881,14.6090031335962,0.771296605233965,0.771296605233965,"treatment"
"Burkholderiales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00375968405300405,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Male","week 5","ran_pars","Residual","sd__Observation",0.00412639740113238,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00010274346505022,0.00234276398712237,0.0438556617802633,9.90863999321652,0.965890652842537,1,"treatment"
"Coriobacteriales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0013321735070787,0.00232361761510779,-0.573318733003708,10.7713364098498,0.578201822845667,1,"treatment"
"Coriobacteriales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00276177508954773,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00217681830670623,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Female","week 5","ran_pars","Residual","sd__Observation",0.00289054311921568,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00165367907489822,0.0031408101033499,-0.526513549206445,9.22026915614802,0.610961412002602,0.610961412002602,"treatment"
"Coriobacteriales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00344881146865313,0.00302622398033395,-1.1396418411411,10.117788274762,0.280696734683604,0.561393469367208,"treatment"
"Coriobacteriales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00423401814008203,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000616277481029593,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Female","week 10","ran_pars","Residual","sd__Observation",0.00292625592966416,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00861605911790926,0.00115466907954957,7.46192937050877,5.43683899757088,0.000470442053809059,0.00141132616142718,"treatment"
"Burkholderiales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000411949060213346,0.00112428199840817,0.366410794441794,5.94941052980321,0.726735815809536,1,"treatment"
"Burkholderiales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000829606394781116,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000256247314122622,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Female","week 5","ran_pars","Residual","sd__Observation",0.00240163539339025,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00226777969758379,0.00161703892984902,-1.40242739721519,11.020880979516,0.188322748629556,0.376645497259112,"treatment"
"Clostridiales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000972026165916352,0.00162119673849128,-0.599573230588249,11.3148845723123,0.560605212764581,0.560605212764581,"treatment"
"Clostridiales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0023912556363977,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000940538629735674,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Male","week 5","ran_pars","Residual","sd__Observation",0.00165416135341297,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000963171981006676,0.000792187791726941,-1.21583795037664,9.43677022428038,0.253585638664493,0.507171277328986,"treatment"
"Staphylococcales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000947071831736503,0.00080483663382403,-1.17672555141615,10.1157601205432,0.266252083986258,0.507171277328986,"treatment"
"Staphylococcales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000591189908427126,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Male","week 10","ran_pars","Residual","sd__Observation",0.00176182385121869,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00115808652189727,0.000849108249046677,-1.36388560963515,9.40542001070081,0.204350250601319,0.613050751803958,"treatment"
"Clostridiales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.000221969108934947,0.000851240137596914,0.26075968358538,10.6211618960526,0.79926421213942,0.79926421213942,"treatment"
"Clostridiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00107533185746163,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000995221660481964,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Female","week 10","ran_pars","Residual","sd__Observation",0.000834785318597523,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00298058895092258,0.000437459925993583,-6.81339883682581,33.9999999995936,7.71997861433418e-08,1.54399572286684e-07,"treatment"
"Christensenellales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00051177076109552,0.000428964749818487,-1.19303686681032,33.9999999997766,0.241114081925977,0.241114081925977,"treatment"
"Christensenellales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Female","week 5","ran_pars","Residual","sd__Observation",0.00107155360159997,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00129735853009536,0.000526159950338016,-2.46571129038215,10.9425827206244,0.0314628826514822,0.0629257653029644,"treatment"
"Peptococcales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000149769800956422,0.000531380070387321,0.281850617482238,11.2205093769055,0.783188681703241,0.783188681703241,"treatment"
"Peptococcales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000604891771166537,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Male","week 10","ran_pars","cohort","sd__(Intercept)",8.70860213735046e-05,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Male","week 10","ran_pars","Residual","sd__Observation",0.00093603685387649,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000192480908798149,0.000506534255817556,-0.379995837571697,6.24828649786351,0.71653131504023,0.71653131504023,"treatment"
"Peptococcales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.000678225050589411,0.000516881149009749,1.31214893769828,7.62890390758563,0.227571847574623,0.455143695149246,"treatment"
"Peptococcales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000504279765598828,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000642232982049564,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Male","week 5","ran_pars","Residual","sd__Observation",0.000951450050402728,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00201808809240978,0.000276177616954017,-7.30721089807141,34.0000000000765,1.83002072173419e-08,3.66004144346839e-08,"treatment"
"Christensenellales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00117294050530433,0.000270814434243478,-4.33115948409821,34.0000000000258,0.000124145555578254,0.000124145555578254,"treatment"
"Christensenellales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Female","week 10","ran_pars","Residual","sd__Observation",0.000676494239915165,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00189011840272752,0.000313012414772007,-6.03847743260997,9.15843790270494,0.000179962138996934,0.000539886416990803,"treatment"
"Christensenellales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00017276478655359,0.00032107187150687,-0.538087580649037,10.4252317453473,0.601814658042807,0.601814658042807,"treatment"
"Christensenellales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000288451842453184,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.0004677751794954,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Male","week 10","ran_pars","Residual","sd__Observation",0.000610633406704348,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000964862256287062,0.000262980139943531,-3.66895483626346,30.0905724287354,0.000937028245166219,0.00281108473549866,"treatment"
"Christensenellales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.000621306642194582,0.000276609909208521,2.24614744993178,31.0984136152516,0.0319382612146057,0.0319382612146057,"treatment"
"Christensenellales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000929274342675457,NA,NA,NA,NA,NA,"treatment"
"Christensenellales","Male","week 5","ran_pars","Residual","sd__Observation",0.000621667145647511,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000303034682582305,0.000382156200944304,-0.792960265549819,25.8975879302841,0.435005871460355,0.87001174292071,"treatment"
"Enterobacterales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-3.19412440303721e-05,0.000374963710885138,-0.0851848941727498,24.3617975711328,0.932810608803741,0.932810608803741,"treatment"
"Enterobacterales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000124737043004228,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Female","week 10","ran_pars","Residual","sd__Observation",0.000919315390703823,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00113102642408196,0.000368251294305468,-3.07134405655003,23.6499384268858,0.00529143093317323,0.0105828618663465,"treatment"
"Peptococcales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000322634603908538,0.000361702792787003,0.891988147015853,20.6710414851594,0.382665500819495,0.382665500819495,"treatment"
"Peptococcales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000153242357929348,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Female","week 5","ran_pars","Residual","sd__Observation",0.000877380943102831,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000618987681201623,0.000296487371746124,-2.08773708490913,33.9999999991303,0.0443862823815181,0.0887725647630363,"treatment"
"Peptococcales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000335047194452212,0.000290729787320639,-1.15243504128009,33.9999999989299,0.257180991825984,0.257180991825984,"treatment"
"Peptococcales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptococcales","Female","week 10","ran_pars","Residual","sd__Observation",0.000726242775956874,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000750990419338828,0.000246955235728543,-3.04099816763687,10.749466705452,0.0115050092503918,0.0230100185007836,"treatment"
"Staphylococcales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000682567645432321,0.000242130933401254,-2.8190022474377,12.2375698916311,0.0152348790431207,0.0230100185007836,"treatment"
"Staphylococcales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000125115468194545,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000117808168625732,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Female","week 5","ran_pars","Residual","sd__Observation",0.000543149887689913,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000418734784188442,0.000146345984701891,-2.86126595848469,13.5138974392054,0.0129380275255962,0.0258760550511924,"treatment"
"Rickettsiales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000166805286671178,0.000148635376470098,1.12224485605374,14.301013533473,0.280247522045525,0.280247522045525,"treatment"
"Rickettsiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000113621807366319,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Male","week 10","ran_pars","Residual","sd__Observation",0.000321963973136937,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000114037162178584,0.000117093252585202,-0.97390037137798,33.9999999992884,0.336984409667213,0.601857153119241,"treatment"
"Staphylococcales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.000125434402909579,0.000119412155968399,1.05043244460617,33.9999999994362,0.30092857655962,0.601857153119241,"treatment"
"Staphylococcales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Male","week 5","ran_pars","Residual","sd__Observation",0.000292498851208218,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000346333255397324,9.94078066705843e-05,-3.48396435850352,32.8697793813594,0.00142083480430741,0.00426250441292223,"treatment"
"Rickettsiales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-3.497305066976e-05,0.000103195042074042,-0.338902431423661,33.9592705244244,0.736769966675576,0.736769966675576,"treatment"
"Rickettsiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000204381732723111,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Female","week 10","ran_pars","Residual","sd__Observation",0.000211485811491185,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00022874781861392,0.000121484367478617,1.8829403598301,11.8114454738399,0.084562260873257,0.253686782619771,"treatment"
"Saccharimonadales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-6.11137335574662e-05,0.000122757746227153,-0.497840139915736,12.3275706713265,0.627358776001627,0.834052463231522,"treatment"
"Saccharimonadales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000139528391828456,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Male","week 5","ran_pars","Residual","sd__Observation",0.000217043871017043,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-9.59208594882646e-05,0.000116586866850619,-0.822741549536336,10.6611681468007,0.428673675868931,0.857347351737862,"treatment"
"Rickettsiales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",7.1993699287247e-05,0.000117012335791038,0.615265893126123,11.0605712478201,0.550828410884402,0.857347351737862,"treatment"
"Rickettsiales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00016773310592724,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Male","week 5","ran_pars","cohort","sd__(Intercept)",7.42184208816366e-05,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Male","week 5","ran_pars","Residual","sd__Observation",0.00013229614926651,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-4.68178158812469e-06,8.81783674616345e-05,-0.0530944462105367,12.2904104132584,0.958509924287188,0.958509924287188,"treatment"
"Saccharimonadales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000109064824876991,8.87625758188287e-05,1.22872532563273,12.6259774409472,0.241585039246295,0.724755117738886,"treatment"
"Saccharimonadales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000119643748803667,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Male","week 10","ran_pars","Residual","sd__Observation",0.000124754401589945,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.000176424611390185,8.39317102847226e-05,2.10200186308247,5.12287869018006,0.0881906758095881,0.264572027428764,"treatment"
"Saccharimonadales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",1.29174924864871e-05,8.19690872188319e-05,0.157589805190845,5.7943400789319,0.880127594717549,0.880127594717549,"treatment"
"Saccharimonadales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",4.29034105580642e-05,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Female","week 5","ran_pars","Residual","sd__Observation",0.000191095220308477,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-8.73087326967238e-05,5.01893076807714e-05,-1.7395883053827,8.1914998604076,0.11923869363508,0.238477387270159,"treatment"
"Monoglobales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",1.05402538101489e-05,4.95965298920041e-05,0.212519985432451,9.12453782101126,0.836373268348919,0.836373268348919,"treatment"
"Monoglobales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",3.98827166692899e-05,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Female","week 10","ran_pars","cohort","sd__(Intercept)",3.98044223414066e-05,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Female","week 10","ran_pars","Residual","sd__Observation",9.35682723004186e-05,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000155208265409225,4.1702530540205e-05,-3.72179489826379,33.9999999998227,0.000713146877747605,0.00142629375549521,"treatment"
"Rickettsiales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-6.39078574129795e-05,4.08926955751355e-05,-1.56281840837703,33.9999999997658,0.12735636944505,0.12735636944505,"treatment"
"Rickettsiales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Rickettsiales","Female","week 5","ran_pars","Residual","sd__Observation",0.000102149920806334,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-4.77533785945535e-05,4.18128384483734e-05,-1.1420745485508,33.9999999986239,0.261402487215185,0.450921879144276,"treatment"
"Saccharimonadales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-5.0617806168779e-05,4.10008613782612e-05,-1.23455470122432,33.9999999988824,0.225460939572138,0.450921879144276,"treatment"
"Saccharimonadales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Saccharimonadales","Female","week 10","ran_pars","Residual","sd__Observation",0.000102420118895941,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-3.29938977539837e-05,2.39721383341005e-05,-1.37634354074495,9.38093426411986,0.200675441551049,0.401350883102097,"treatment"
"Enterobacterales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-2.70117313362952e-05,2.44087404651954e-05,-1.10664175297417,9.98453276283365,0.29439799054872,0.401350883102097,"treatment"
"Enterobacterales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",8.84714890166084e-07,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Male","week 5","ran_pars","cohort","sd__(Intercept)",6.81332405488853e-06,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Male","week 5","ran_pars","Residual","sd__Observation",5.95551875642126e-05,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-4.66632956646556e-05,2.99263618065257e-05,-1.55927058445442,10.7793599110546,0.147789255418287,0.295578510836574,"treatment"
"Enterobacterales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-7.03549359783738e-06,3.04192062787101e-05,-0.2312845882097,11.5297607446565,0.821147111354561,0.821147111354561,"treatment"
"Enterobacterales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",2.08517158713297e-05,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Male","week 10","ran_pars","Residual","sd__Observation",6.76598367990516e-05,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-7.66494971792986e-06,2.10996300139237e-05,-0.36327412911372,33.9999999999875,0.718649080331303,1,"treatment"
"Staphylococcales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",1.54102427195604e-05,2.06898894558818e-05,0.744819963993551,33.9999999998272,0.461498223965691,1,"treatment"
"Staphylococcales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Staphylococcales","Female","week 10","ran_pars","Residual","sd__Observation",5.16833272956263e-05,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-5.77580232989979e-05,4.14235137299125e-05,-1.39432940613365,12.0229391867208,0.188449457891739,0.376898915783479,"treatment"
"Monoglobales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",2.65897629577743e-05,4.1854001730507e-05,0.635297984861345,12.5388199335824,0.536655991312903,0.536655991312903,"treatment"
"Monoglobales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",4.77957473688586e-05,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Male","week 10","ran_pars","cohort","sd__(Intercept)",1.46552525195507e-09,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Male","week 10","ran_pars","Residual","sd__Observation",7.36826015558458e-05,NA,NA,NA,NA,NA,"treatment"
"Acholeplasmatales","Male","week 5","fixed",NA,"treatmentFOS+GOS",2.54803960311679e-05,2.07772179669963e-05,1.22636226234149,10.030975366838,0.248071118634649,0.744213355903948,"treatment"
"Acholeplasmatales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",1.79128752888939e-05,2.10845785168965e-05,0.849572367526302,11.1549706428947,0.413425013466838,0.826850026933675,"treatment"
"Acholeplasmatales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",1.51663359464815e-05,NA,NA,NA,NA,NA,"treatment"
"Acholeplasmatales","Male","week 5","ran_pars","cohort","sd__(Intercept)",1.57536530719792e-05,NA,NA,NA,NA,NA,"treatment"
"Acholeplasmatales","Male","week 5","ran_pars","Residual","sd__Observation",4.51817591346836e-05,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-3.04283754789395e-06,2.02990214956842e-05,-0.14990070080673,33.9999999992913,0.881728673508025,1,"treatment"
"Enterobacterales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",2.01686615247849e-06,1.99048282141026e-05,0.101325473939511,33.9999999992486,0.919887287817125,1,"treatment"
"Enterobacterales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Enterobacterales","Female","week 5","ran_pars","Residual","sd__Observation",4.97222449422138e-05,NA,NA,NA,NA,NA,"treatment"
"Acholeplasmatales","Female","week 5","fixed",NA,"treatmentFOS+GOS",1.35454158442664e-05,1.08959279882714e-05,1.24316312101612,33.9999999990028,0.222312352185787,0.66693705655736,"treatment"
"Acholeplasmatales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-1.08593967596705e-21,1.06843364290188e-05,-1.01638476397806e-16,33.9999999991865,1,1,"treatment"
"Acholeplasmatales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Acholeplasmatales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Acholeplasmatales","Female","week 5","ran_pars","Residual","sd__Observation",2.6689463845375e-05,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-4.94421022367035e-05,2.50503496648544e-05,-1.97370906586868,10.5463330782924,0.0751830761638011,0.150366152327602,"treatment"
"Monoglobales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-2.86568665386607e-05,2.40840348198351e-05,-1.18986983506018,10.5761204150676,0.260122646596427,0.260122646596427,"treatment"
"Monoglobales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",3.35810488698795e-05,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Female","week 5","ran_pars","Residual","sd__Observation",2.43375919670486e-05,NA,NA,NA,NA,NA,"treatment"
