"genus","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj","comparison_type"
"Staphylococcus","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000738085452085319,0.000242223426995366,-3.04712661876194,10.8429146439055,0.0112760334353563,0.0225520668707126,"treatment"
"Staphylococcus","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000667949369256066,0.000237490561410766,-2.81253017083393,12.3704223446281,0.0152825483892573,0.0225520668707126,"treatment"
"Staphylococcus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000121971263279595,NA,NA,NA,NA,NA,"treatment"
"Staphylococcus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000115157147962572,NA,NA,NA,NA,NA,"treatment"
"Staphylococcus","Female","week 5","ran_pars","Residual","sd__Observation",0.000533348832163187,NA,NA,NA,NA,NA,"treatment"
"Christensenella","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000511008129131397,0.000264405794521516,-1.93266615074056,13.0288725909703,0.0753109894204745,0.150621978840949,"treatment"
"Christensenella","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00026545957080888,0.00025427672487234,-1.04397903875061,13.1114189661494,0.315362036609801,0.315362036609801,"treatment"
"Christensenella","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000343526136967284,NA,NA,NA,NA,NA,"treatment"
"Christensenella","Female","week 10","ran_pars","cohort","sd__(Intercept)",1.3077914619522e-08,NA,NA,NA,NA,NA,"treatment"
"Christensenella","Female","week 10","ran_pars","Residual","sd__Observation",0.000290250314340842,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.0011895309926594,0.000163221126489007,7.28784942395009,33.9999999994079,1.93543185709729e-08,5.80629557129188e-08,"treatment"
"Muribaculum","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-1.39000278523783e-19,0.000160051482499624,-8.68472296244486e-16,33.9999999991782,0.999999999999999,1,"treatment"
"Muribaculum","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Female","week 10","ran_pars","Residual","sd__Observation",0.000399808475140339,NA,NA,NA,NA,NA,"treatment"
"Parvibacter","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.000242211882202457,0.000175351755598552,1.38129145827872,6.28425806846585,0.214298393532959,0.642895180598878,"treatment"
"Parvibacter","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-6.97698849405622e-05,0.000173916736298066,-0.401168320114906,7.14796697349308,0.700018675937307,1,"treatment"
"Parvibacter","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",6.21852065188081e-05,NA,NA,NA,NA,NA,"treatment"
"Parvibacter","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000136889822244024,NA,NA,NA,NA,NA,"treatment"
"Parvibacter","Female","week 10","ran_pars","Residual","sd__Observation",0.00038661179475495,NA,NA,NA,NA,NA,"treatment"
"Butyricicoccus","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000878448968984891,0.000253232681573595,-3.46893996274961,11.5904845069043,0.00487242570519745,0.0097448514103949,"treatment"
"Butyricicoccus","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000283326531180074,0.00025562352786929,-1.10837423120515,12.0531155291249,0.289327320444248,0.289327320444248,"treatment"
"Butyricicoccus","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000306060021497631,NA,NA,NA,NA,NA,"treatment"
"Butyricicoccus","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Butyricicoccus","Male","week 10","ran_pars","Residual","sd__Observation",0.000428858961478849,NA,NA,NA,NA,NA,"treatment"
"Harryflintia","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000451274455640456,0.000194594352840496,-2.31905216699866,34.00000000018,0.0265350060791673,0.0530700121583347,"treatment"
"Harryflintia","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-1.0723093462996e-05,0.000190815461993971,-0.0561961454849754,34.0000000002407,0.955514501854968,0.955514501854968,"treatment"
"Harryflintia","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Harryflintia","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Harryflintia","Female","week 5","ran_pars","Residual","sd__Observation",0.000476656871286326,NA,NA,NA,NA,NA,"treatment"
"Butyricicoccus","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000874641417900947,0.000235953120531115,-3.70684403720615,7.64638255024043,0.00648172542856713,0.0129634508571343,"treatment"
"Butyricicoccus","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000291990403892566,0.000232492097552802,-1.25591539224791,9.35649839997886,0.239600980148774,0.239600980148774,"treatment"
"Butyricicoccus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000219933527848129,NA,NA,NA,NA,NA,"treatment"
"Butyricicoccus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000178755535610271,NA,NA,NA,NA,NA,"treatment"
"Butyricicoccus","Female","week 10","ran_pars","Residual","sd__Observation",0.000400807552494704,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000404660990020864,0.000185392435218768,-2.18272654730142,31.5475459313729,0.0366163514494201,0.0627280161385992,"treatment"
"NK4A214 group","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000416311226748625,0.00018363808389568,-2.26702009690495,27.7985153845932,0.0313640080692996,0.0627280161385992,"treatment"
"NK4A214 group","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000133014888108415,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Female","week 5","ran_pars","Residual","sd__Observation",0.000426313975173824,NA,NA,NA,NA,NA,"treatment"
"Enterococcus","Female","week 5","fixed",NA,"treatmentFOS+GOS",8.8081486046731e-05,0.000101252172034601,0.869921941196782,30.3653384135107,0.391168077450404,0.782336154900808,"treatment"
"Enterococcus","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000194870070874491,0.000107565608244292,1.81163918519312,31.0553456921453,0.0797233313052692,0.239169993915808,"treatment"
"Enterococcus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Enterococcus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000519386246286151,NA,NA,NA,NA,NA,"treatment"
"Enterococcus","Female","week 5","ran_pars","Residual","sd__Observation",0.000210678375111267,NA,NA,NA,NA,NA,"treatment"
"Peptococcus","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000361739594423207,0.000219618516328828,-1.64712702949685,13.7417625974966,0.12219917754509,0.201407731608713,"treatment"
"Peptococcus","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.000391182779659631,0.000223213188616244,1.75250746644799,14.5646199001248,0.100703865804357,0.201407731608713,"treatment"
"Peptococcus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000155273009798418,NA,NA,NA,NA,NA,"treatment"
"Peptococcus","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptococcus","Male","week 5","ran_pars","Residual","sd__Observation",0.000494910080692507,NA,NA,NA,NA,NA,"treatment"
"Harryflintia","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000679811335931271,0.000186031879392937,-3.65427333288061,33.9999999997642,0.000861492502382251,0.0017229850047645,"treatment"
"Harryflintia","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000305602694481057,0.000182419265995178,-1.6752764178381,33.9999999997744,0.103054758937956,0.103054758937956,"treatment"
"Harryflintia","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Harryflintia","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Harryflintia","Female","week 10","ran_pars","Residual","sd__Observation",0.000455683180403677,NA,NA,NA,NA,NA,"treatment"
"Christensenella","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000617107596379205,0.000216370048592676,-2.85209344081136,12.6648732220084,0.013905504571893,0.0278110091437859,"treatment"
"Christensenella","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000202767192372902,0.000217051088409068,-0.934191087725643,12.8252865913343,0.367461182719832,0.367461182719832,"treatment"
"Christensenella","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000328628628417026,NA,NA,NA,NA,NA,"treatment"
"Christensenella","Male","week 10","ran_pars","cohort","sd__(Intercept)",3.24939243736333e-08,NA,NA,NA,NA,NA,"treatment"
"Christensenella","Male","week 10","ran_pars","Residual","sd__Observation",0.000210506145239168,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.000991374700208832,0.000203864594975248,4.86290765853285,13.4589187911769,0.000280795713548152,0.000842387140644457,"treatment"
"Muribaculum","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0,0.000204195354023695,0,13.5443928217728,1,1,"treatment"
"Muribaculum","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00032301762858472,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Male","week 10","ran_pars","Residual","sd__Observation",0.000142301723256252,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.000605125682736221,0.000186591643895276,3.24304813497353,12.2213954197458,0.00689500361847954,0.0206850108554386,"treatment"
"Muribaculum","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-8.72469242239433e-05,0.000187418554679072,-0.465519139091331,12.5375200751484,0.649542478221639,1,"treatment"
"Muribaculum","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000256149435858047,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Male","week 5","ran_pars","cohort","sd__(Intercept)",9.72664711661988e-05,NA,NA,NA,NA,NA,"treatment"
"Muribaculum","Male","week 5","ran_pars","Residual","sd__Observation",0.000246989368561685,NA,NA,NA,NA,NA,"treatment"
"Harryflintia","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000336928021889958,0.000124726205263165,-2.701341078878,14.9414900244679,0.0164579107642889,0.0329158215285778,"treatment"
"Harryflintia","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.00027039826432987,0.000126926438481365,2.13035414500793,15.835234859582,0.0491789046057049,0.0491789046057049,"treatment"
"Harryflintia","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",7.02348360274474e-05,NA,NA,NA,NA,NA,"treatment"
"Harryflintia","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Harryflintia","Male","week 10","ran_pars","Residual","sd__Observation",0.000292564332587936,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000329003030579793,0.000273630629593675,-1.20236185206438,12.6352195120731,0.251272345394173,0.502544690788347,"treatment"
"NK4A214 group","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-8.56747724793357e-05,0.00027465610490297,-0.311934710170024,12.8279306198904,0.760102275056133,0.760102275056133,"treatment"
"NK4A214 group","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000408308579225275,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Male","week 10","ran_pars","Residual","sd__Observation",0.000290579827551641,NA,NA,NA,NA,NA,"treatment"
"UCG-003","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000465812114629543,0.000221709242519577,-2.10100449280283,11.1539437765085,0.0591559322324612,0.118311864464922,"treatment"
"UCG-003","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.000206044517383442,0.00021370181910677,0.964168289463638,11.4658850043227,0.354856698381719,0.354856698381719,"treatment"
"UCG-003","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000253721163904569,NA,NA,NA,NA,NA,"treatment"
"UCG-003","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"UCG-003","Female","week 10","ran_pars","Residual","sd__Observation",0.00032631479302777,NA,NA,NA,NA,NA,"treatment"
"Staphylococcus","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000114037162178584,0.000117093252585202,-0.97390037137798,33.9999999992884,0.336984409667213,0.601857153119241,"treatment"
"Staphylococcus","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.000125434402909579,0.000119412155968399,1.05043244460617,33.9999999994362,0.30092857655962,0.601857153119241,"treatment"
"Staphylococcus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Staphylococcus","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Staphylococcus","Male","week 5","ran_pars","Residual","sd__Observation",0.000292498851208218,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000101733412792705,0.00023453986719051,-0.433757441800159,11.5046487631779,0.672486628416338,1,"treatment"
"NK4A214 group","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-3.53246902828621e-05,0.000225612105193611,-0.156572672607917,11.616698205129,0.878269738911934,1,"treatment"
"NK4A214 group","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00029876480739754,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Female","week 10","ran_pars","cohort","sd__(Intercept)",3.85299366112382e-09,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Female","week 10","ran_pars","Residual","sd__Observation",0.000274034799577565,NA,NA,NA,NA,NA,"treatment"
"Peptococcus","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000806230279689681,0.000133398890070994,-6.04375553095388,33.9999999992096,7.5572530747238e-07,1.51145061494476e-06,"treatment"
"Peptococcus","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000170043773688249,0.000130808373762235,-1.29994562884278,33.9999999992594,0.202363851408896,0.202363851408896,"treatment"
"Peptococcus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptococcus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptococcus","Female","week 10","ran_pars","Residual","sd__Observation",0.000326759212927562,NA,NA,NA,NA,NA,"treatment"
"Enterococcus","Female","week 10","fixed",NA,"treatmentFOS+GOS",1.8310107308049e-05,9.0489105167169e-05,0.202345987113289,31.2149719321348,0.840959316206032,1,"treatment"
"Enterococcus","Female","week 10","fixed",NA,"treatmentB. longum APC1472",7.09260331375558e-05,9.48769388952227e-05,0.747558194472135,33.0149752484983,0.460018447957315,1,"treatment"
"Enterococcus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Enterococcus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000243577528369163,NA,NA,NA,NA,NA,"treatment"
"Enterococcus","Female","week 10","ran_pars","Residual","sd__Observation",0.000190547925532692,NA,NA,NA,NA,NA,"treatment"
"Christensenellaceae R-7 group","Male","week 10","fixed",NA,"treatmentFOS+GOS",-2.47094820136794e-05,0.000116561126728053,-0.21198732980103,13.6160975225536,0.835257312422088,0.835257312422088,"treatment"
"Christensenellaceae R-7 group","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000170436082003211,0.000118199247663587,-1.44193880563689,14.3327444067917,0.170813125273976,0.341626250547951,"treatment"
"Christensenellaceae R-7 group","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000105960180686995,NA,NA,NA,NA,NA,"treatment"
"Christensenellaceae R-7 group","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Christensenellaceae R-7 group","Male","week 10","ran_pars","Residual","sd__Observation",0.000242375468104202,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Male","week 5","fixed",NA,"treatmentFOS+GOS",9.4083459954112e-05,0.000149223456084178,0.630487072361057,11.6385673253381,0.540558349034606,0.927879481800455,"treatment"
"NK4A214 group","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000114011101554172,0.000150766309678418,-0.756210733003649,12.1445724229954,0.463939740900228,0.927879481800455,"treatment"
"NK4A214 group","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00017264670008044,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"NK4A214 group","Male","week 5","ran_pars","Residual","sd__Observation",0.000264736480620424,NA,NA,NA,NA,NA,"treatment"
"Parvibacter","Male","week 10","fixed",NA,"treatmentFOS+GOS",1.9196492725749e-05,0.000163590763368703,0.117344600211222,12.9038558909152,0.908393779458524,0.908393779458524,"treatment"
"Parvibacter","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000160670316789315,0.000163835506671702,-0.980680684262607,12.9814761561247,0.344674428992918,0.689348857985837,"treatment"
"Parvibacter","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000260074680812846,NA,NA,NA,NA,NA,"treatment"
"Parvibacter","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Parvibacter","Male","week 10","ran_pars","Residual","sd__Observation",0.000109647175453615,NA,NA,NA,NA,NA,"treatment"
"Anaerovorax","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000172619188758831,9.97689875357515e-05,-1.73018883946251,30.5677611256307,0.0936826355010221,0.187365271002044,"treatment"
"Anaerovorax","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-5.08344755493094e-05,0.000104484292865139,-0.486527440205036,31.8557571243465,0.629923860941375,0.629923860941375,"treatment"
"Anaerovorax","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Anaerovorax","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000276677694091671,NA,NA,NA,NA,NA,"treatment"
"Anaerovorax","Male","week 5","ran_pars","Residual","sd__Observation",0.000236401872338082,NA,NA,NA,NA,NA,"treatment"
"Turicibacter","Male","week 10","fixed",NA,"treatmentFOS+GOS",8.50703162860093e-06,0.000109532254558569,0.0776669088286874,12.473222602916,0.939325047275571,1,"treatment"
"Turicibacter","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000143242234684406,0.000110026027217818,1.30189409093933,12.7036702167904,0.216065028724761,0.648195086174282,"treatment"
"Turicibacter","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000159666487706592,NA,NA,NA,NA,NA,"treatment"
"Turicibacter","Male","week 10","ran_pars","cohort","sd__(Intercept)",6.06231915053571e-09,NA,NA,NA,NA,NA,"treatment"
"Turicibacter","Male","week 10","ran_pars","Residual","sd__Observation",0.000127630077317003,NA,NA,NA,NA,NA,"treatment"
"Family XIII AD3011 group","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000476542695303113,0.000134492103276534,-3.54327639834198,11.3427173143943,0.00439879079617217,0.00879758159234435,"treatment"
"Family XIII AD3011 group","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000236836540758388,0.000130293756845838,-1.81771211830671,12.0319830546171,0.0940784782519645,0.0940784782519645,"treatment"
"Family XIII AD3011 group","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000122826208417836,NA,NA,NA,NA,NA,"treatment"
"Family XIII AD3011 group","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Family XIII AD3011 group","Female","week 5","ran_pars","Residual","sd__Observation",0.000250850173408977,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] brachy group","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000264019805011339,0.000142142726375869,-1.85742747267412,10.9661239249362,0.0902873720739735,0.180574744147947,"treatment"
"[Eubacterium] brachy group","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-8.73648294453777e-05,0.000136847812375939,-0.638408666741233,11.1673979124885,0.536080341745805,0.536080341745805,"treatment"
"[Eubacterium] brachy group","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00017218247098557,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] brachy group","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] brachy group","Female","week 10","ran_pars","Residual","sd__Observation",0.000188345249462813,NA,NA,NA,NA,NA,"treatment"
"Negativibacillus","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000329877800685322,0.000107437358810376,-3.07041986454214,8.36944049298279,0.014533081953588,0.0398971386490231,"treatment"
"Negativibacillus","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-1.28675321814168e-05,0.00010932208617932,-0.117702951261928,9.74475646035636,0.908693670028025,0.908693670028025,"treatment"
"Negativibacillus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",5.11841755954244e-05,NA,NA,NA,NA,NA,"treatment"
"Negativibacillus","Male","week 5","ran_pars","cohort","sd__(Intercept)",8.85592601819085e-05,NA,NA,NA,NA,NA,"treatment"
"Negativibacillus","Male","week 5","ran_pars","Residual","sd__Observation",0.000249769607341954,NA,NA,NA,NA,NA,"treatment"
"Christensenellaceae R-7 group","Female","week 5","fixed",NA,"treatmentFOS+GOS",-4.54644740028002e-05,0.000110860007460124,-0.410107080492067,8.16927920597948,0.692272021894981,1,"treatment"
"Christensenellaceae R-7 group","Female","week 5","fixed",NA,"treatmentB. longum APC1472",7.71886927618329e-05,0.000111994257233409,0.689220096356927,9.54748832298232,0.507088053295081,1,"treatment"
"Christensenellaceae R-7 group","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000115583258305082,NA,NA,NA,NA,NA,"treatment"
"Christensenellaceae R-7 group","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000154115928303979,NA,NA,NA,NA,NA,"treatment"
"Christensenellaceae R-7 group","Female","week 5","ran_pars","Residual","sd__Observation",0.000158996930137512,NA,NA,NA,NA,NA,"treatment"
"Candidatus Saccharimonas","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.000228747817330264,0.000121484364042551,1.8829404025208,11.8114459115675,0.0845622537403017,0.253686761220905,"treatment"
"Candidatus Saccharimonas","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-6.11137336404825e-05,0.000122757742868292,-0.497840154213752,12.3275711776353,0.627358765856271,0.834052438894242,"treatment"
"Candidatus Saccharimonas","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000139528381156147,NA,NA,NA,NA,NA,"treatment"
"Candidatus Saccharimonas","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Candidatus Saccharimonas","Male","week 5","ran_pars","Residual","sd__Observation",0.000217043874775909,NA,NA,NA,NA,NA,"treatment"
"Streptococcus","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.000204007918473516,7.76818679745092e-05,-2.62619738418829,11.13216005996,0.0233602517458192,0.0467205034916385,"treatment"
"Streptococcus","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000144485044711094,7.59044287099229e-05,-1.90351270889949,13.2803892615967,0.0788718263303536,0.0788718263303536,"treatment"
"Streptococcus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",5.39120104121849e-05,NA,NA,NA,NA,NA,"treatment"
"Streptococcus","Female","week 10","ran_pars","cohort","sd__(Intercept)",3.35766052215209e-05,NA,NA,NA,NA,NA,"treatment"
"Streptococcus","Female","week 10","ran_pars","Residual","sd__Observation",0.000159874229276884,NA,NA,NA,NA,NA,"treatment"
"Butyricicoccus","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000367943444341271,0.000136095764013724,-2.70356279644507,7.33565305745674,0.0291649502004687,0.0874948506014062,"treatment"
"Butyricicoccus","Female","week 5","fixed",NA,"treatmentB. longum APC1472",1.16681111222722e-05,0.000136170123637566,0.0856877471399552,8.61583085496466,0.933672698558,0.933672698558,"treatment"
"Butyricicoccus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00016264226823964,NA,NA,NA,NA,NA,"treatment"
"Butyricicoccus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00015430144191449,NA,NA,NA,NA,NA,"treatment"
"Butyricicoccus","Female","week 5","ran_pars","Residual","sd__Observation",0.000158741958107554,NA,NA,NA,NA,NA,"treatment"
"Candidatus Soleaferrea","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000256103200912754,9.72672562982187e-05,-2.63298473360396,10.1744233643685,0.0247004433746665,0.049400886749333,"treatment"
"Candidatus Soleaferrea","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-2.71996036790642e-05,9.43030169685362e-05,-0.288427714758471,10.8726494204072,0.778443661067851,0.778443661067851,"treatment"
"Candidatus Soleaferrea","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",8.55809469323841e-05,NA,NA,NA,NA,NA,"treatment"
"Candidatus Soleaferrea","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Candidatus Soleaferrea","Female","week 5","ran_pars","Residual","sd__Observation",0.000185861610581338,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] brachy group","Female","week 5","fixed",NA,"treatmentFOS+GOS",-1.25153216151352e-05,0.000141457687096481,-0.08847395904755,10.3915373363803,0.931181913956338,0.931181913956338,"treatment"
"[Eubacterium] brachy group","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000232559199411297,0.000136203477068705,1.70743951928618,10.5977601934349,0.116825497437543,0.350476492312628,"treatment"
"[Eubacterium] brachy group","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000170363484279759,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] brachy group","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] brachy group","Female","week 5","ran_pars","Residual","sd__Observation",0.000189735607728639,NA,NA,NA,NA,NA,"treatment"
"Anaerovorax","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000125400521987344,7.90982970166354e-05,-1.58537575039031,33.7571120941241,0.122205529295444,0.244411058590887,"treatment"
"Anaerovorax","Female","week 5","fixed",NA,"treatmentB. longum APC1472",2.21280107668223e-05,7.95555282366102e-05,0.278145482247446,31.0961332042815,0.782741828712677,0.782741828712677,"treatment"
"Anaerovorax","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Anaerovorax","Female","week 5","ran_pars","cohort","sd__(Intercept)",8.4806087845692e-05,NA,NA,NA,NA,NA,"treatment"
"Anaerovorax","Female","week 5","ran_pars","Residual","sd__Observation",0.000175773887789675,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae UCG-004","Female","week 10","fixed",NA,"treatmentFOS+GOS",-8.56382388852596e-05,7.65639726424899e-05,-1.11851874882644,28.9163700983477,0.272551773770403,0.545103547540805,"treatment"
