"genus","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Candidatus Arthromitus","fixed",NA,"treatmentB. longum APC1472",0.000128589536114688,0.000588431810310659,0.218529205698108,18.0000000000896,0.829475325609762,-0.00110765982334547,0.00136483889557484,0.218529205698108,0.103303461992893,NA,0.829475325609762,"treatment"
"Candidatus Arthromitus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.103303461992893,NA,NA,"treatment"
"Candidatus Arthromitus","ran_pars","Residual","sd__Observation",0.00110085511483082,NA,NA,NA,NA,NA,NA,NA,0.103303461992893,NA,NA,"treatment"
"[Eubacterium] xylanophilum group","fixed",NA,"treatmentFOS+GOS",-0.000504934470486491,0.000355712659237082,-1.41950098590658,12.1134878770853,0.180971544095919,-0.00127916122373654,0.00026929228276356,-1.41950098590658,0.0648294425755398,0.397150775582216,0.484773237666534,"treatment"
"[Eubacterium] xylanophilum group","fixed",NA,"treatmentB. longum APC1472",-0.00020287419636057,0.000354608510126906,-0.57210752299195,12.6042560637564,0.577310877569178,-0.000971411592684251,0.000565663199963111,-0.57210752299195,0.0648294425755398,0.397150775582216,0.577310877569178,"treatment"
"[Eubacterium] xylanophilum group","ran_pars","cohort","sd__(Intercept)",0.000481306980436565,NA,NA,NA,NA,NA,NA,NA,0.0648294425755398,0.397150775582216,NA,"treatment"
"[Eubacterium] xylanophilum group","ran_pars","Residual","sd__Observation",0.00064825728049309,NA,NA,NA,NA,NA,NA,NA,0.0648294425755398,0.397150775582216,NA,"treatment"
"Parvibacter","fixed",NA,"treatmentFOS+GOS",0.000451884491999306,0.000450094326158421,1.00397731261392,16.0014973737532,0.330331144662906,-0.000502265598606833,0.00140603458260545,1.00397731261392,0.142651861769835,0.280024137030721,0.990993433988718,"treatment"
"Parvibacter","fixed",NA,"treatmentB. longum APC1472",-0.000429963908272058,0.000447895134766831,-0.95996556983342,15.9403926422191,0.351408404153073,-0.00137974782117321,0.000519820004629091,-0.95996556983342,0.142651861769835,0.280024137030721,0.990993433988718,"treatment"
"Parvibacter","ran_pars","cohort","sd__(Intercept)",0.000362049956571553,NA,NA,NA,NA,NA,NA,NA,0.142651861769835,0.280024137030721,NA,"treatment"
"Parvibacter","ran_pars","Residual","sd__Observation",0.000828853780230946,NA,NA,NA,NA,NA,NA,NA,0.142651861769835,0.280024137030721,NA,"treatment"
"Butyricicoccus","fixed",NA,"treatmentFOS+GOS",-0.000793620492855131,0.000356732222639142,-2.22469528259557,17.9999999999232,0.0391306924623504,-0.00154308708186211,-4.41539038481553e-05,-2.22469528259557,0.20022900205078,NA,0.0782613849247008,"treatment"
"Butyricicoccus","fixed",NA,"treatmentB. longum APC1472",-0.000322478903208974,0.000356732222639142,-0.903980304395386,17.9999999999587,0.377945745156943,-0.00107194549221584,0.000426987685797895,-0.903980304395386,0.20022900205078,NA,0.377945745156943,"treatment"
"Butyricicoccus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.20022900205078,NA,NA,"treatment"
"Butyricicoccus","ran_pars","Residual","sd__Observation",0.000667384877969016,NA,NA,NA,NA,NA,NA,NA,0.20022900205078,NA,NA,"treatment"
"HT002","fixed",NA,"treatmentFOS+GOS",0.000557883374791283,0.000307922457107867,1.81176579334665,17.9999999997282,0.0867408839353885,-8.903770203251e-05,0.00120480445161508,1.81176579334665,0.203835729046613,NA,0.260222651806166,"treatment"
"HT002","fixed",NA,"treatmentB. longum APC1472",-8.25836096861701e-05,0.000307922457107867,-0.268196124640694,17.9999999997513,0.79159776925487,-0.000729504686509904,0.000564337467137564,-0.268196124640694,0.203835729046613,NA,1,"treatment"
"HT002","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.203835729046613,NA,NA,"treatment"
"HT002","ran_pars","Residual","sd__Observation",0.000576070168095616,NA,NA,NA,NA,NA,NA,NA,0.203835729046613,NA,NA,"treatment"
"NK4A214 group","fixed",NA,"treatmentFOS+GOS",-0.000117990100429478,0.000327973631513511,-0.35975483725623,16.1241349103023,0.723699019909177,-0.000812828365098989,0.000576848164240034,-0.35975483725623,0.0759009784769763,0.116506986914218,0.723699019909177,"treatment"
"NK4A214 group","fixed",NA,"treatmentB. longum APC1472",-0.00041486620972494,0.000327168044997477,-1.26805235434328,15.6099509337398,0.223366712097995,-0.0011098426284415,0.000280110208991624,-1.26805235434328,0.0759009784769763,0.116506986914218,0.446733424195991,"treatment"
"NK4A214 group","ran_pars","cohort","sd__(Intercept)",0.000130814433060525,NA,NA,NA,NA,NA,NA,NA,0.0759009784769763,0.116506986914218,NA,"treatment"
"NK4A214 group","ran_pars","Residual","sd__Observation",0.000610185766362605,NA,NA,NA,NA,NA,NA,NA,0.0759009784769763,0.116506986914218,NA,"treatment"
"Merdibacter","fixed",NA,"treatmentFOS+GOS",0,0.000246731610161736,0,18.0000000001192,1,-0.000518363877812706,0.000518363877812706,0,0.0909090909090909,NA,1,"treatment"
"Merdibacter","fixed",NA,"treatmentB. longum APC1472",0.000302183274155775,0.000246731610161736,1.22474487139159,18.0000000001192,0.236458443205738,-0.00021618060365693,0.000820547151968481,1.22474487139159,0.0909090909090909,NA,0.709375329617214,"treatment"
"Merdibacter","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Merdibacter","ran_pars","Residual","sd__Observation",0.000461592575856145,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Candidatus Saccharimonas","fixed",NA,"treatmentFOS+GOS",0.000143777511127037,0.000212068062109372,0.677978143888943,17.9999999997607,0.506408110800425,-0.000301760954590173,0.000589315976844247,0.677978143888943,0.0648442864089892,NA,1,"treatment"
"Candidatus Saccharimonas","fixed",NA,"treatmentB. longum APC1472",-0.000104952190752649,0.000212068062109372,-0.494898617494418,17.9999999997356,0.626658321443291,-0.000550490656469903,0.000340586274964606,-0.494898617494418,0.0648442864089892,NA,1,"treatment"
"Candidatus Saccharimonas","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0648442864089892,NA,NA,"treatment"
"Candidatus Saccharimonas","ran_pars","Residual","sd__Observation",0.000396743015545184,NA,NA,NA,NA,NA,NA,NA,0.0648442864089892,NA,NA,"treatment"
"Negativibacillus","fixed",NA,"treatmentFOS+GOS",-0.00050606238326677,0.000237566465279934,-2.13019283959315,15.9183011473751,0.0491075621021951,-0.00100989094433279,-2.23382220075304e-06,-2.13019283959315,0.209502010021273,0.373889680632985,0.112774281889379,"treatment"
"Negativibacillus","fixed",NA,"treatmentB. longum APC1472",3.10289978199802e-05,0.000236399987773466,0.13125634274446,15.962604991882,0.897212585421396,-0.000470212021323452,0.000532270016963413,0.13125634274446,0.209502010021273,0.373889680632985,0.897212585421396,"treatment"
"Negativibacillus","ran_pars","cohort","sd__(Intercept)",0.000223471875577105,NA,NA,NA,NA,NA,NA,NA,0.209502010021273,0.373889680632985,NA,"treatment"
"Negativibacillus","ran_pars","Residual","sd__Observation",0.000436127713062022,NA,NA,NA,NA,NA,NA,NA,0.209502010021273,0.373889680632985,NA,"treatment"
"Acinetobacter","fixed",NA,"treatmentFOS+GOS",-1.22411245673421e-05,0.000139582495208207,-0.0876981354222305,15.5070567394351,0.931239106766478,-0.000308909108427693,0.000284426859293009,-0.0876981354222305,0.10581729534762,NA,1,"treatment"
"Acinetobacter","fixed",NA,"treatmentB. longum APC1472",0.000177824527153375,0.000139065862132176,1.27870725731639,15.09795446792,0.22030677252669,-0.000118419933123017,0.000474068987429766,1.27870725731639,0.10581729534762,NA,0.660920317580069,"treatment"
"Acinetobacter","ran_pars","cohort","sd__(Intercept)",7.63967520449897e-05,NA,NA,NA,NA,NA,NA,NA,0.10581729534762,NA,NA,"treatment"
"Acinetobacter","ran_pars","Residual","sd__Observation",0.000258720858459552,NA,NA,NA,NA,NA,NA,NA,0.10581729534762,NA,NA,"treatment"
"Harryflintia","fixed",NA,"treatmentFOS+GOS",-0.000574781944878172,0.000192950471590088,-2.97890925138168,17.9999999997075,0.00804585213416241,-0.000980155843317162,-0.000169408046439182,-2.97890925138168,0.32223832718009,NA,0.0160917042683248,"treatment"
"Harryflintia","fixed",NA,"treatmentB. longum APC1472",-0.00015423443096783,0.000192950471590088,-0.799347260967012,17.9999999997085,0.434511171819505,-0.000559608329406819,0.000251139467471159,-0.799347260967012,0.32223832718009,NA,0.434511171819505,"treatment"
"Harryflintia","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.32223832718009,NA,NA,"treatment"
"Harryflintia","ran_pars","Residual","sd__Observation",0.000360977278653284,NA,NA,NA,NA,NA,NA,NA,0.32223832718009,NA,NA,"treatment"
"UCG-003","fixed",NA,"treatmentFOS+GOS",-0.000172460293704717,0.000118310584070489,-1.45769116989538,12.5711567429593,0.169450695539092,-0.000428943936157272,8.4023348747838e-05,-1.45769116989538,0.0677405453913863,0.43422900192471,0.414379692913519,"treatment"
"UCG-003","fixed",NA,"treatmentB. longum APC1472",-0.000124658196449949,0.0001180347291255,-1.05611456368411,13.0861829136991,0.310023997246287,-0.000379486117921596,0.000130169725021697,-1.05611456368411,0.0677405453913863,0.43422900192471,0.414379692913519,"treatment"
"UCG-003","ran_pars","cohort","sd__(Intercept)",0.000173273945772547,NA,NA,NA,NA,NA,NA,NA,0.0677405453913863,0.43422900192471,NA,"treatment"
"UCG-003","ran_pars","Residual","sd__Observation",0.000215289800784283,NA,NA,NA,NA,NA,NA,NA,0.0677405453913863,0.43422900192471,NA,"treatment"
"Family XIII AD3011 group","fixed",NA,"treatmentFOS+GOS",-0.000368417942637398,0.000137590646015075,-2.6776380030735,16.2151300192615,0.01637194940579,-0.000659782890858036,-7.70529944167597e-05,-2.6776380030735,0.300769431471299,NA,0.03274389881158,"treatment"
"Family XIII AD3011 group","fixed",NA,"treatmentB. longum APC1472",-0.000315778556783316,0.000136974810740741,-2.30537684319934,16.0449819496057,0.0348339037665283,-0.000606086037159749,-2.54710764068829e-05,-2.30537684319934,0.300769431471299,NA,0.0348339037665283,"treatment"
"Family XIII AD3011 group","ran_pars","cohort","sd__(Intercept)",9.28845854990716e-05,NA,NA,NA,NA,NA,NA,NA,0.300769431471299,NA,NA,"treatment"
"Family XIII AD3011 group","ran_pars","Residual","sd__Observation",0.000254187828311957,NA,NA,NA,NA,NA,NA,NA,0.300769431471299,NA,NA,"treatment"
"Christensenellaceae R-7 group","fixed",NA,"treatmentFOS+GOS",0.000141583666219936,0.000140349887070726,1.00879073845345,16.1284957880586,0.327970767782647,-0.000155752269684102,0.000438919602123974,1.00879073845345,0.163239653198637,0.282852777692024,0.57624666975201,"treatment"
"Christensenellaceae R-7 group","fixed",NA,"treatmentB. longum APC1472",-0.000153469475798523,0.000139680461479269,-1.09871827579336,16.0264859855126,0.288123334876005,-0.000449539059521819,0.000142600107924773,-1.09871827579336,0.163239653198637,0.282852777692024,0.57624666975201,"treatment"
"Christensenellaceae R-7 group","ran_pars","cohort","sd__(Intercept)",0.000105684983078279,NA,NA,NA,NA,NA,NA,NA,0.163239653198637,0.282852777692024,NA,"treatment"
"Christensenellaceae R-7 group","ran_pars","Residual","sd__Observation",0.00025877840099057,NA,NA,NA,NA,NA,NA,NA,0.163239653198637,0.282852777692024,NA,"treatment"
"Family XIII UCG-001","fixed",NA,"treatmentFOS+GOS",-0.000402558448755991,0.000145992311996041,-2.75739484670197,17.9999999999461,0.0129660795347493,-0.000709276914734287,-9.58399827776958e-05,-2.75739484670197,0.277926473532002,NA,0.0259321590694986,"treatment"
"Family XIII UCG-001","fixed",NA,"treatmentB. longum APC1472",-0.000240204179933788,0.000145992311996041,-1.64532074771376,17.9999999999469,0.117253139808579,-0.000546922645912082,6.65142860445065e-05,-1.64532074771376,0.277926473532002,NA,0.117253139808579,"treatment"
"Family XIII UCG-001","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.277926473532002,NA,NA,"treatment"
"Family XIII UCG-001","ran_pars","Residual","sd__Observation",0.000273126606296097,NA,NA,NA,NA,NA,NA,NA,0.277926473532002,NA,NA,"treatment"
"Streptococcus","fixed",NA,"treatmentFOS+GOS",-0.000197938849039031,0.000130022144783626,-1.52234720761164,17.999999999302,0.145296557018596,-0.000471105238735122,7.52275406570607e-05,-1.52234720761164,0.177364031156505,NA,0.290593114037192,"treatment"
"Streptococcus","fixed",NA,"treatmentB. longum APC1472",6.00573858551575e-05,0.000130022144783626,0.461901208867926,17.999999999302,0.649685885045701,-0.000213109003840934,0.000333223775551249,0.461901208867926,0.177364031156505,NA,0.649685885045701,"treatment"
"Streptococcus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.177364031156505,NA,NA,"treatment"
"Streptococcus","ran_pars","Residual","sd__Observation",0.000243249159236923,NA,NA,NA,NA,NA,NA,NA,0.177364031156505,NA,NA,"treatment"
"Anaerovorax","fixed",NA,"treatmentFOS+GOS",-0.000269480943638832,9.55933610025108e-05,-2.8190340920407,16.2988522855294,0.0121820761392091,-0.000471828248073142,-6.71336392045217e-05,-2.8190340920407,0.289195556316065,NA,0.0243641522784183,"treatment"
"Anaerovorax","fixed",NA,"treatmentB. longum APC1472",-0.000131123794635177,9.51822250931292e-05,-1.37760799883467,16.1021358767224,0.187171557903916,-0.000332797129166612,7.05495398962574e-05,-1.37760799883467,0.289195556316065,NA,0.187171557903916,"treatment"
"Anaerovorax","ran_pars","cohort","sd__(Intercept)",6.12312365879812e-05,NA,NA,NA,NA,NA,NA,NA,0.289195556316065,NA,NA,"treatment"
"Anaerovorax","ran_pars","Residual","sd__Observation",0.000176757759152533,NA,NA,NA,NA,NA,NA,NA,0.289195556316065,NA,NA,"treatment"
"Jeotgalicoccus","fixed",NA,"treatmentFOS+GOS",-7.63771676243933e-05,7.57895281840755e-05,-1.00775357037308,12.6438977484483,0.332469989628124,-0.000240580487060029,8.78261518112426e-05,-1.00775357037308,0.0690308709074851,0.447080351027563,0.39997976569352,"treatment"
"Jeotgalicoccus","fixed",NA,"treatmentB. longum APC1472",-0.000114294404598403,7.56345411473133e-05,-1.51114031849273,13.1671676021401,0.154375113476414,-0.000277482270430971,4.88934612341654e-05,-1.51114031849273,0.0690308709074851,0.447080351027563,0.39997976569352,"treatment"
"Jeotgalicoccus","ran_pars","cohort","sd__(Intercept)",0.000113983428810292,NA,NA,NA,NA,NA,NA,NA,0.0690308709074851,0.447080351027563,NA,"treatment"
"Jeotgalicoccus","ran_pars","Residual","sd__Observation",0.000137847345171312,NA,NA,NA,NA,NA,NA,NA,0.0690308709074851,0.447080351027563,NA,"treatment"
"Ruminococcus","fixed",NA,"treatmentFOS+GOS",0.000143483653346985,7.96827082456909e-05,1.80068745786818,16.6941157280869,0.0898454687283726,-2.48671229164475e-05,0.000311834429610417,1.80068745786818,0.18030632334355,NA,0.269536406185118,"treatment"
"Ruminococcus","fixed",NA,"treatmentB. longum APC1472",-8.7383688912685e-07,7.94835336808002e-05,-0.0109939360853798,16.3245677149865,0.991361522786151,-0.000169099539390655,0.000167351865612401,-0.0109939360853798,0.18030632334355,NA,1,"treatment"
"Ruminococcus","ran_pars","cohort","sd__(Intercept)",3.21629641964097e-05,NA,NA,NA,NA,NA,NA,NA,0.18030632334355,NA,NA,"treatment"
"Ruminococcus","ran_pars","Residual","sd__Observation",0.000148230504173628,NA,NA,NA,NA,NA,NA,NA,0.18030632334355,NA,NA,"treatment"
"Candidatus Soleaferrea","fixed",NA,"treatmentFOS+GOS",-0.00026262248834342,9.3429899128402e-05,-2.81090411948849,13.6140956315329,0.0141864977392709,-0.000463543897480344,-6.17010792064956e-05,-2.81090411948849,0.292222937107571,NA,0.0283729954785418,"treatment"
"Candidatus Soleaferrea","fixed",NA,"treatmentB. longum APC1472",-0.00010930878751955,9.29676070293754e-05,-1.17577284187826,13.6044231596391,0.259852148363079,-0.000309249780793211,9.06322057541121e-05,-1.17577284187826,0.292222937107571,NA,0.259852148363079,"treatment"
"Candidatus Soleaferrea","ran_pars","cohort","sd__(Intercept)",8.15675627967599e-05,NA,NA,NA,NA,NA,NA,NA,0.292222937107571,NA,NA,"treatment"
"Candidatus Soleaferrea","ran_pars","Residual","sd__Observation",0.000171776915880273,NA,NA,NA,NA,NA,NA,NA,0.292222937107571,NA,NA,"treatment"
"[Eubacterium] brachy group","fixed",NA,"treatmentFOS+GOS",-0.00012063608105583,9.70292829054319e-05,-1.2432956056514,18.0000000000862,0.229709841494388,-0.000324487040060565,8.32148779489049e-05,-1.2432956056514,0.0963488282469123,NA,0.459419682988776,"treatment"
"[Eubacterium] brachy group","fixed",NA,"treatmentB. longum APC1472",4.04299726310915e-06,9.70292829054319e-05,0.0416678052444188,18.0000000000862,0.967222239451309,-0.000199807961741626,0.000207893956267844,0.0416678052444188,0.0963488282469123,NA,0.967222239451309,"treatment"
"[Eubacterium] brachy group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0963488282469123,NA,NA,"treatment"
"[Eubacterium] brachy group","ran_pars","Residual","sd__Observation",0.000181525166558244,NA,NA,NA,NA,NA,NA,NA,0.0963488282469123,NA,NA,"treatment"
"Christensenella","fixed",NA,"treatmentFOS+GOS",-0.000228387569471274,8.6576578000621e-05,-2.63798332927453,17.9999999998514,0.0167075793755776,-0.000410278210361533,-4.64969285810142e-05,-2.63798332927453,0.258147368608032,NA,0.0334151587511552,"treatment"
"Christensenella","fixed",NA,"treatmentB. longum APC1472",-0.000112393880283677,8.65765780006209e-05,-1.29820192573182,17.9999999998514,0.210606316394973,-0.000294284521173937,6.94967606065823e-05,-1.29820192573182,0.258147368608032,NA,0.210606316394973,"treatment"
"Christensenella","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.258147368608032,NA,NA,"treatment"
"Christensenella","ran_pars","Residual","sd__Observation",0.000161969946298817,NA,NA,NA,NA,NA,NA,NA,0.258147368608032,NA,NA,"treatment"
"Paludicola","fixed",NA,"treatmentFOS+GOS",-0.000101755181867215,5.91233159818521e-05,-1.72106689513911,12.0753010109291,0.11073476629102,-0.000230484783460946,2.6974419726517e-05,-1.72106689513911,0.149833248676153,NA,0.221469532582041,"treatment"
"Paludicola","fixed",NA,"treatmentB. longum APC1472",-8.54747153350295e-05,5.8836807107954e-05,-1.45274224650226,11.8986904609122,0.172153007737936,-0.000213790266667648,4.2840835997589e-05,-1.45274224650226,0.149833248676153,NA,0.221469532582041,"treatment"
"Paludicola","ran_pars","cohort","sd__(Intercept)",4.63185687082194e-05,NA,NA,NA,NA,NA,NA,NA,0.149833248676153,NA,NA,"treatment"
"Paludicola","ran_pars","Residual","sd__Observation",0.000108931157737472,NA,NA,NA,NA,NA,NA,NA,0.149833248676153,NA,NA,"treatment"
"UCG-005","fixed",NA,"treatmentFOS+GOS",-0.00016548903181196,8.85539575620962e-05,-1.86879317839538,17.9999999991954,0.0780141249339499,-0.000351533993005333,2.0555929381414e-05,-1.86879317839538,0.149937020570539,NA,0.1560282498679,"treatment"
"UCG-005","fixed",NA,"treatmentB. longum APC1472",-6.83397423921172e-05,8.85539575620962e-05,-0.77172996299116,17.9999999994148,0.45028797962451,-0.000254384703585328,0.000117705218801094,-0.77172996299116,0.149937020570539,NA,0.45028797962451,"treatment"
"UCG-005","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.149937020570539,NA,NA,"treatment"
"UCG-005","ran_pars","Residual","sd__Observation",0.000165669284720142,NA,NA,NA,NA,NA,NA,NA,0.149937020570539,NA,NA,"treatment"
"[Eubacterium] nodatum group","fixed",NA,"treatmentFOS+GOS",-7.80742759566925e-05,6.72946033968933e-05,-1.16018628561078,17.9999999997783,0.261130576230476,-0.00021945499142263,6.33064395092448e-05,-1.16018628561078,0.0696306101302737,NA,0.522261152460952,"treatment"
"[Eubacterium] nodatum group","fixed",NA,"treatmentB. longum APC1472",-6.16689737635569e-05,6.72946033968933e-05,-0.916402960276662,17.9999999997783,0.371570804058437,-0.000203049689229494,7.97117417023804e-05,-0.916402960276662,0.0696306101302737,NA,0.522261152460952,"treatment"
"[Eubacterium] nodatum group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0696306101302737,NA,NA,"treatment"
"[Eubacterium] nodatum group","ran_pars","Residual","sd__Observation",0.000125896674945004,NA,NA,NA,NA,NA,NA,NA,0.0696306101302737,NA,NA,"treatment"
"Anaeroplasma","fixed",NA,"treatmentFOS+GOS",-5.95703488588555e-05,4.86389861679274e-05,-1.22474487139159,17.9999999998744,0.236458443205949,-0.000161757066914084,4.26163691963732e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886411899,"treatment"
"Anaeroplasma","fixed",NA,"treatmentB. longum APC1472",-5.95703488588555e-05,4.86389861679274e-05,-1.22474487139159,17.9999999998744,0.23645844320595,-0.000161757066914084,4.26163691963733e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886411899,"treatment"
"Anaeroplasma","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Anaeroplasma","ran_pars","Residual","sd__Observation",9.09952109402105e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Lachnospiraceae UCG-010","fixed",NA,"treatmentFOS+GOS",3.43942886796475e-07,5.41709067449042e-05,0.00634921782675954,14.7275300332694,0.995019296922723,-0.000115304941892747,0.00011599282766634,0.00634921782675954,0.00380478461603671,NA,1,"treatment"
"Lachnospiraceae UCG-010","fixed",NA,"treatmentB. longum APC1472",1.28551303802783e-05,5.39245800028085e-05,0.238390922648053,14.9139383345402,0.814822367314209,-0.000102140185494655,0.000127850446255212,0.238390922648053,0.00380478461603671,NA,1,"treatment"
"Lachnospiraceae UCG-010","ran_pars","cohort","sd__(Intercept)",5.86898511241511e-05,NA,NA,NA,NA,NA,NA,NA,0.00380478461603671,NA,NA,"treatment"
"Lachnospiraceae UCG-010","ran_pars","Residual","sd__Observation",9.91614223692372e-05,NA,NA,NA,NA,NA,NA,NA,0.00380478461603671,NA,NA,"treatment"
"Coprococcus","fixed",NA,"treatmentFOS+GOS",-3.00388051346283e-05,4.68138230105992e-05,-0.641665286080719,15.1194277243808,0.530698936629771,-0.000129751503640717,6.96738933714599e-05,-0.641665286080719,0.112205761963096,NA,0.967019041585824,"treatment"
"Coprococcus","fixed",NA,"treatmentB. longum APC1472",4.24361791817633e-05,4.66006816203976e-05,0.91063430203537,15.2866184193728,0.376624095385398,-5.67288635399407e-05,0.000141601221903467,0.91063430203537,0.112205761963096,NA,0.967019041585824,"treatment"
"Coprococcus","ran_pars","cohort","sd__(Intercept)",5.06466482131765e-05,NA,NA,NA,NA,NA,NA,NA,0.112205761963096,NA,NA,"treatment"
"Coprococcus","ran_pars","Residual","sd__Observation",8.56965673356191e-05,NA,NA,NA,NA,NA,NA,NA,0.112205761963096,NA,NA,"treatment"
"Caldicoprobacter","fixed",NA,"treatmentFOS+GOS",3.89214098891518e-05,3.1779198099379e-05,1.22474487139159,17.9999999996218,0.236458443206168,-2.78442078191203e-05,0.000105687027597424,1.22474487139159,0.0909090909090909,NA,0.709375329618503,"treatment"
"Caldicoprobacter","fixed",NA,"treatmentB. longum APC1472",0,3.1779198099379e-05,0,17.9999999998359,1,-6.67656177082152e-05,6.67656177082152e-05,0,0.0909090909090909,NA,1,"treatment"
"Caldicoprobacter","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Caldicoprobacter","ran_pars","Residual","sd__Observation",5.9453435657147e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Fournierella","fixed",NA,"treatmentFOS+GOS",2.61260319782631e-05,2.13318157834603e-05,1.22474487139159,17.999999999698,0.236458443206102,-1.86904499596241e-05,7.09425139161504e-05,1.22474487139159,0.090909090909091,NA,0.709375329618305,"treatment"
"Fournierella","fixed",NA,"treatmentB. longum APC1472",1.93607530800983e-21,2.13318157834603e-05,9.07599862882265e-17,17.999999999698,1,-4.48164819378873e-05,4.48164819378873e-05,9.07599862882265e-17,0.090909090909091,NA,1,"treatment"
"Fournierella","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.090909090909091,NA,NA,"treatment"
"Fournierella","ran_pars","Residual","sd__Observation",3.99081730497426e-05,NA,NA,NA,NA,NA,NA,NA,0.090909090909091,NA,NA,"treatment"
"[Eubacterium] oxidoreducens group","fixed",NA,"treatmentFOS+GOS",-3.13680051095046e-21,2.0560967513478e-05,-1.52560939016816e-16,17.9999999995563,1,-4.31969898178223e-05,4.31969898178223e-05,-1.52560939016816e-16,0.0909090909090909,NA,1,"treatment"
"[Eubacterium] oxidoreducens group","fixed",NA,"treatmentB. longum APC1472",2.51819395129813e-05,2.0560967513478e-05,1.22474487139159,17.9999999996841,0.236458443206114,-1.8015050304819e-05,6.83789293307816e-05,1.22474487139159,0.0909090909090909,NA,0.709375329618342,"treatment"
"[Eubacterium] oxidoreducens group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"[Eubacterium] oxidoreducens group","ran_pars","Residual","sd__Observation",3.84660479880121e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Monoglobus","fixed",NA,"treatmentFOS+GOS",-2.23388808220708e-05,1.82396198129728e-05,-1.22474487139159,17.9999999993346,0.236458443206416,-6.0658900092864e-05,1.59811384487223e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886412786,"treatment"
"Monoglobus","fixed",NA,"treatmentB. longum APC1472",-2.23388808220708e-05,1.82396198129728e-05,-1.22474487139159,17.9999999993611,0.236458443206393,-6.06589000928599e-05,1.59811384487183e-05,-1.22474487139159,0.0909090909090909,NA,0.472916886412786,"treatment"
"Monoglobus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Monoglobus","ran_pars","Residual","sd__Observation",3.4123204102579e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Defluviitaleaceae UCG-011","fixed",NA,"treatmentFOS+GOS",-3.13680051095046e-21,1.58821348271043e-05,-1.97504966750265e-16,17.9999999995985,1,-3.33671271043966e-05,3.33671271043966e-05,-1.97504966750265e-16,0.0909090909090909,NA,1,"treatment"
"Defluviitaleaceae UCG-011","fixed",NA,"treatmentB. longum APC1472",1.94515631762458e-05,1.58821348271043e-05,1.22474487139159,17.9999999993852,0.236458443206372,-1.39155639281792e-05,5.28186902806707e-05,1.22474487139159,0.0909090909090909,NA,0.709375329619115,"treatment"
"Defluviitaleaceae UCG-011","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Defluviitaleaceae UCG-011","ran_pars","Residual","sd__Observation",2.97127535467873e-05,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,NA,NA,"treatment"
"Lachnospiraceae UCG-004","fixed",NA,"treatmentFOS+GOS",1.63069622575359e-05,1.33145789285955e-05,1.22474487139159,17.9999999999806,0.236458443205858,-1.16659300700815e-05,4.42798545851532e-05,1.22474487139159,0.090909090909091,NA,0.709375329617573,"treatment"
