"order","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Bifidobacteriales","Male","week 10","ran_pars","Residual","sd__Observation",0.0165587145800263,NA,NA,NA,NA,NA,NA,NA,0.936468524976848,NA,NA,"treatment"
"Bifidobacteriales","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.121578805988152,0.0241676613757553,5.03064008129963,11.2910171698717,0.000354077493910681,0.0685529350753236,0.17460467690098,5.03064008129963,0.603804416081099,0.826721885109038,0.00106223248173204,"treatment"
"Bifidobacteriales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00158607509625435,0.0242678979587536,0.0653569212689986,11.5799842389872,0.949004543551857,-0.0515026224804665,0.0546747726729752,0.0653569212689986,0.603804416081099,0.826721885109038,1,"treatment"
"Bifidobacteriales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0335151581177772,NA,NA,NA,NA,NA,NA,NA,0.603804416081099,0.826721885109038,NA,"treatment"
"Bifidobacteriales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0117691259004209,NA,NA,NA,NA,NA,NA,NA,0.603804416081099,0.826721885109038,NA,"treatment"
"Bifidobacteriales","Male","week 5","ran_pars","Residual","sd__Observation",0.0313178043386157,NA,NA,NA,NA,NA,NA,NA,0.603804416081099,0.826721885109038,NA,"treatment"
"Oscillospirales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.027089236409938,0.0167041270165727,-1.62170919695845,30.4045644462461,0.115191447612096,-0.0611845902416602,0.00700611742178422,-1.62170919695845,0.414831849412626,NA,0.115191447612096,"treatment"
"Oscillospirales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.0519528766514814,0.0175095896370461,2.96710989397271,31.6655297142623,0.00568089773996524,0.0162722291072872,0.0876335241956756,2.96710989397271,0.414831849412626,NA,0.0170426932198957,"treatment"
"Oscillospirales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",1.85721786247866e-09,NA,NA,NA,NA,NA,NA,NA,0.414831849412626,NA,NA,"treatment"
"Oscillospirales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0484734173777714,NA,NA,NA,NA,NA,NA,NA,0.414831849412626,NA,NA,"treatment"
"Oscillospirales","Male","week 5","ran_pars","Residual","sd__Observation",0.0395600967936945,NA,NA,NA,NA,NA,NA,NA,0.414831849412626,NA,NA,"treatment"
"Verrucomicrobiales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0652731903724121,0.038200938566656,1.70868027911195,9.16325237937192,0.121083437212618,-0.020909215774985,0.151455596519809,1.70868027911195,0.112184116308913,0.572615962272624,0.363250311637854,"treatment"
"Verrucomicrobiales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.0274348561151082,0.0377939445331611,0.725906132688437,10.4256972841372,0.483873483340942,-0.0563115445299383,0.111181256760155,0.725906132688437,0.112184116308913,0.572615962272624,0.483873483340942,"treatment"
"Verrucomicrobiales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0427313772759938,NA,NA,NA,NA,NA,NA,NA,0.112184116308913,0.572615962272624,NA,"treatment"
"Verrucomicrobiales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.0333835843174211,NA,NA,NA,NA,NA,NA,NA,0.112184116308913,0.572615962272624,NA,"treatment"
"Verrucomicrobiales","Female","week 5","ran_pars","Residual","sd__Observation",0.0522434937368219,NA,NA,NA,NA,NA,NA,NA,0.112184116308913,0.572615962272624,NA,"treatment"
"Lactobacillales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0525644922258402,0.0309686960212035,-1.69734276799548,12.6619736682073,0.114056777715285,-0.119650306793988,0.0145213223423077,-1.69734276799548,0.435513599184184,NA,0.228113555430571,"treatment"
"Lactobacillales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0413090857388163,0.0310415294312942,-1.33076837693348,12.7830872890511,0.206515882687368,-0.108486092114894,0.0258679206372613,-1.33076837693348,0.435513599184184,NA,0.228113555430571,"treatment"
"Lactobacillales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0481076210476463,NA,NA,NA,NA,NA,NA,NA,0.435513599184184,NA,NA,"treatment"
"Lactobacillales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.435513599184184,NA,NA,"treatment"
"Lactobacillales","Male","week 10","ran_pars","Residual","sd__Observation",0.0260340210655762,NA,NA,NA,NA,NA,NA,NA,0.435513599184184,NA,NA,"treatment"
"Oscillospirales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.108970609089567,0.0173194928475355,-6.29178983754556,33.9999999996116,3.60876507701669e-07,-0.144168053333153,-0.0737731648459805,-6.29178983754556,0.532899007282029,NA,7.21753015403339e-07,"treatment"
"Oscillospirales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0366850750771027,0.0169831599990604,-2.16008534802312,33.9999999998458,0.0379057673177023,-0.0711990087360632,-0.0021711414181421,-2.16008534802312,0.532899007282029,NA,0.0379057673177023,"treatment"
"Oscillospirales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.532899007282029,NA,NA,"treatment"
"Oscillospirales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.532899007282029,NA,NA,"treatment"
"Oscillospirales","Female","week 10","ran_pars","Residual","sd__Observation",0.0424239200802448,NA,NA,NA,NA,NA,NA,NA,0.532899007282029,NA,NA,"treatment"
"Bifidobacteriales","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.0712950883036857,0.0264290292690852,2.69760525737817,8.48036911043755,0.0257951250183502,0.0109453504559884,0.131644826151383,2.69760525737817,0.434387972251155,NA,0.0773853750550506,"treatment"
"Bifidobacteriales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.00361477266275676,0.0254636163530029,0.141958338228359,8.71385749019167,0.890340687639286,-0.0542775603875843,0.0615071057130979,0.141958338228359,0.434387972251155,NA,0.890340687639286,"treatment"
"Bifidobacteriales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0308488619535782,NA,NA,NA,NA,NA,NA,NA,0.434387972251155,NA,NA,"treatment"
"Bifidobacteriales","Female","week 10","ran_pars","cohort","sd__(Intercept)",5.77256108698409e-09,NA,NA,NA,NA,NA,NA,NA,0.434387972251155,NA,NA,"treatment"
"Bifidobacteriales","Female","week 10","ran_pars","Residual","sd__Observation",0.0376302856637308,NA,NA,NA,NA,NA,NA,NA,0.434387972251155,NA,NA,"treatment"
"Lactobacillales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0307129984618573,0.0325170240457608,-0.944520581546308,12.1764633357693,0.363269158321469,-0.101447799091234,0.0400218021675195,-0.944520581546308,0.158217406776201,NA,0.726538316642939,"treatment"
"Lactobacillales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00728377240557719,0.0312612620512326,-0.232996748296347,12.1967228617678,0.819628243224437,-0.0752745660123184,0.060707021201164,-0.232996748296347,0.158217406776201,NA,0.819628243224437,"treatment"
"Lactobacillales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0439809991154518,NA,NA,NA,NA,NA,NA,NA,0.158217406776201,NA,NA,"treatment"
"Lactobacillales","Female","week 5","ran_pars","cohort","sd__(Intercept)",1.00716973903802e-06,NA,NA,NA,NA,NA,NA,NA,0.158217406776201,NA,NA,"treatment"
"Lactobacillales","Female","week 5","ran_pars","Residual","sd__Observation",0.0302929513170216,NA,NA,NA,NA,NA,NA,NA,0.158217406776201,NA,NA,"treatment"
"Oscillospirales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.085006806408145,0.0184235182916887,-4.61403761552395,10.9551406072369,0.000755617376772312,-0.125576964453388,-0.0444366483629019,-4.61403761552395,0.570060585455988,0.689302220369866,0.00151123475354462,"treatment"
"Oscillospirales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.022138712681834,0.0186089297108398,1.18968221310106,11.5386898494435,0.258075271472746,-0.018587175652409,0.062864601016077,1.18968221310106,0.570060585455988,0.689302220369866,0.258075271472746,"treatment"
"Oscillospirales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0189738279491535,NA,NA,NA,NA,NA,NA,NA,0.570060585455988,0.689302220369866,NA,"treatment"
"Oscillospirales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.0104566271876661,NA,NA,NA,NA,NA,NA,NA,0.570060585455988,0.689302220369866,NA,"treatment"
"Oscillospirales","Male","week 10","ran_pars","Residual","sd__Observation",0.0349705311873984,NA,NA,NA,NA,NA,NA,NA,0.570060585455988,0.689302220369866,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.116107513173982,0.0161952337745928,-7.16923971521378,30.4413292816879,5.16157604625905e-08,-0.149162497004561,-0.0830525293434037,-7.16923971521378,0.621234045679946,NA,1.54847281387772e-07,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0759554973903098,0.0159909620965935,-4.74990165891833,26.794046370998,6.07007215566835e-05,-0.108778046195605,-0.0431329485850146,-4.74990165891833,0.621234045679946,NA,6.07007215566835e-05,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.621234045679946,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.010188129092407,NA,NA,NA,NA,NA,NA,NA,0.621234045679946,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","ran_pars","Residual","sd__Observation",0.0376251977319221,NA,NA,NA,NA,NA,NA,NA,0.621234045679946,NA,NA,"treatment"
"Erysipelotrichales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0160101247273366,0.0174603497452855,-0.916941811641519,9.04684688195885,0.382966040055505,-0.0554770241540311,0.023456774699358,-0.916941811641519,0.15054876266844,0.627595756550356,0.762405504382343,"treatment"
"Erysipelotrichales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.0155735018640429,0.0170035339089906,0.915897950825881,10.0353268334048,0.381202752191172,-0.0222946624833897,0.0534416662114754,0.915897950825881,0.15054876266844,0.627595756550356,0.762405504382343,"treatment"
"Erysipelotrichales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0215978884607922,NA,NA,NA,NA,NA,NA,NA,0.15054876266844,0.627595756550356,NA,"treatment"
"Erysipelotrichales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00902989317542387,NA,NA,NA,NA,NA,NA,NA,0.15054876266844,0.627595756550356,NA,"treatment"
"Erysipelotrichales","Female","week 10","ran_pars","Residual","sd__Observation",0.0206833119260255,NA,NA,NA,NA,NA,NA,NA,0.15054876266844,0.627595756550356,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.0644886773031553,0.0137347837511279,-4.69528159100863,12.0037874741558,0.000518047275376121,-0.094413153159238,-0.0345642014470726,-4.69528159100863,0.517413632464897,NA,0.00103609455075224,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0188281459293762,0.0139055006491758,-1.35400705119467,12.6148139478447,0.199494327015973,-0.0489626654108387,0.0113063735520863,-1.35400705119467,0.517413632464897,NA,0.199494327015973,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0140865074427084,NA,NA,NA,NA,NA,NA,NA,0.517413632464897,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.517413632464897,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","ran_pars","Residual","sd__Observation",0.0267911480339786,NA,NA,NA,NA,NA,NA,NA,0.517413632464897,NA,NA,"treatment"
"Bifidobacteriales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0416747044540487,0.0155135414778319,2.68634370260329,11.3180109760828,0.0207037609910114,0.00764631867284942,0.0757030902352479,2.68634370260329,0.545648298292916,NA,0.0621112829730343,"treatment"
"Bifidobacteriales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00975393676750682,0.0149172733034402,0.653868610509228,11.3756998983105,0.526193731321271,-0.0229469464133977,0.0424548199484113,0.653868610509228,0.545648298292916,NA,1,"treatment"
"Bifidobacteriales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0204111665698512,NA,NA,NA,NA,NA,NA,NA,0.545648298292916,NA,NA,"treatment"
"Bifidobacteriales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.545648298292916,NA,NA,"treatment"
"Bifidobacteriales","Female","week 5","ran_pars","Residual","sd__Observation",0.0162785318447963,NA,NA,NA,NA,NA,NA,NA,0.545648298292916,NA,NA,"treatment"
"Erysipelotrichales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00876238796278073,0.0145264871815075,-0.603200750002065,10.6875907704644,0.558958348581816,-0.0408493672178898,0.0233245912923283,-0.603200750002065,0.030696829203103,0.46227289876595,0.807519526328271,"treatment"
"Erysipelotrichales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0126896065599931,0.0146159683397001,-0.868201563185207,11.0415370715868,0.403759763164136,-0.0448443771562754,0.0194651640362892,-0.868201563185207,0.030696829203103,0.46227289876595,0.807519526328271,"treatment"
"Erysipelotrichales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0185334408372521,NA,NA,NA,NA,NA,NA,NA,0.030696829203103,0.46227289876595,NA,"treatment"
"Erysipelotrichales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00728549329460681,NA,NA,NA,NA,NA,NA,NA,0.030696829203103,0.46227289876595,NA,"treatment"
"Erysipelotrichales","Male","week 10","ran_pars","Residual","sd__Observation",0.0222285167442294,NA,NA,NA,NA,NA,NA,NA,0.030696829203103,0.46227289876595,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0473898267863111,0.0140259361336825,-3.37872825989183,10.1889971058349,0.0068374505853677,-0.0785631614771678,-0.0162164920954543,-3.37872825989183,0.477542294756688,NA,0.0136749011707354,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00171596088035822,0.0135451906190455,-0.126684144108349,10.6327297380833,0.901554219382366,-0.0316548463556917,0.0282229245949753,-0.126684144108349,0.477542294756688,NA,0.901554219382366,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0147613611035317,NA,NA,NA,NA,NA,NA,NA,0.477542294756688,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.477542294756688,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","ran_pars","Residual","sd__Observation",0.0230932736369911,NA,NA,NA,NA,NA,NA,NA,0.477542294756688,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0172203688041681,0.00916428804477621,-1.87907328098269,12.8173629167757,0.0831617680808794,-0.0370473249554733,0.00260658734713723,-1.87907328098269,0.625562008897303,NA,0.166323536161759,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.0130505110230874,0.00919911461891335,1.4186703355403,13.0138712192037,0.179497985173098,-0.00682081479230178,0.0329218368384767,1.4186703355403,0.625562008897303,NA,0.179497985173098,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0136532416909748,NA,NA,NA,NA,NA,NA,NA,0.625562008897303,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.625562008897303,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","ran_pars","Residual","sd__Observation",0.00980027403539038,NA,NA,NA,NA,NA,NA,NA,0.625562008897303,NA,NA,"treatment"
"Erysipelotrichales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00947051259321233,0.00697550178494242,-1.35768191094951,13.5364566605124,0.19676771291986,-0.0244796834717868,0.00553865828536219,-1.35768191094951,0.0778138699513494,NA,0.39353542583972,"treatment"
"Erysipelotrichales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00693153583059991,0.0070666468928607,-0.980880456557509,14.2055914862381,0.343062745754975,-0.0220674329453718,0.00820436128417201,-0.980880456557509,0.0778138699513494,NA,0.39353542583972,"treatment"
"Erysipelotrichales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00684794649680968,NA,NA,NA,NA,NA,NA,NA,0.0778138699513494,NA,NA,"treatment"
"Erysipelotrichales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0778138699513494,NA,NA,"treatment"
"Erysipelotrichales","Male","week 5","ran_pars","Residual","sd__Observation",0.0139639912259335,NA,NA,NA,NA,NA,NA,NA,0.0778138699513494,NA,NA,"treatment"
"Deferribacterales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0107068256866886,0.00604855936371002,-1.77014476388,30.2754841911387,0.0867740325759222,-0.0230549201996667,0.00164126882628947,-1.77014476388,0.0876923080284784,NA,0.173548065151844,"treatment"
"Deferribacterales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00583392308000745,0.00596476727305409,-0.978063822600802,27.0193490970926,0.336719340260385,-0.0180722045141004,0.00640435835408549,-0.978063822600802,0.0876923080284784,NA,0.336719340260385,"treatment"
"Deferribacterales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0876923080284784,NA,NA,"treatment"
"Deferribacterales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00356589473234275,NA,NA,NA,NA,NA,NA,NA,0.0876923080284784,NA,NA,"treatment"
"Deferribacterales","Female","week 10","ran_pars","Residual","sd__Observation",0.0141185086225168,NA,NA,NA,NA,NA,NA,NA,0.0876923080284784,NA,NA,"treatment"
"Coriobacteriales","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.00752706817767379,0.00980353242929314,0.767791429462993,11.3570652420143,0.458277673445634,-0.013967881061275,0.0290220174166225,0.767791429462993,0.119527593995998,0.907990096186052,0.798049823587515,"treatment"
"Coriobacteriales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00860422944741455,0.00983062716251411,-0.875247255864201,11.7177826515353,0.399024911793758,-0.0300806808053185,0.0128722219104894,-0.875247255864201,0.119527593995998,0.907990096186052,0.798049823587515,"treatment"
"Coriobacteriales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0153664394942867,NA,NA,NA,NA,NA,NA,NA,0.119527593995998,0.907990096186052,NA,"treatment"
"Coriobacteriales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00784051936172487,NA,NA,NA,NA,NA,NA,NA,0.119527593995998,0.907990096186052,NA,"treatment"
"Coriobacteriales","Male","week 10","ran_pars","Residual","sd__Observation",0.0058931040644168,NA,NA,NA,NA,NA,NA,NA,0.119527593995998,0.907990096186052,NA,"treatment"
"Desulfovibrionales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0212590810661942,0.00597052434803374,-3.56067236761129,33.9999999995143,0.00111737766771893,-0.0333926463902399,-0.00912551574214848,-3.56067236761129,0.272072293132232,NA,0.00223475533543785,"treatment"
"Desulfovibrionales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0150691271424655,0.00585458079942402,-2.57390369331789,33.999999999371,0.0145864673774375,-0.02696706682646,-0.00317118745847097,-2.57390369331789,0.272072293132232,NA,0.0145864673774375,"treatment"
"Desulfovibrionales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.272072293132232,NA,NA,"treatment"
"Desulfovibrionales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.272072293132232,NA,NA,"treatment"
"Desulfovibrionales","Female","week 10","ran_pars","Residual","sd__Observation",0.0146247381495459,NA,NA,NA,NA,NA,NA,NA,0.272072293132232,NA,NA,"treatment"
"Coriobacteriales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000429720674354779,0.00676021019025768,-0.0635661706161239,14.1907106449626,0.950202400810804,-0.0149106700602875,0.014051228711578,-0.0635661706161239,0.166439111345347,NA,0.950202400810804,"treatment"
"Coriobacteriales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00980426546688804,0.00681090577648397,-1.43949509634082,14.5890473384785,0.17112145644956,-0.0243570650132349,0.00474853407945882,-1.43949509634082,0.166439111345347,NA,0.342242912899121,"treatment"
"Coriobacteriales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00887470673987311,NA,NA,NA,NA,NA,NA,NA,0.166439111345347,NA,NA,"treatment"
"Coriobacteriales","Male","week 5","ran_pars","cohort","sd__(Intercept)",1.49972345692579e-07,NA,NA,NA,NA,NA,NA,NA,0.166439111345347,NA,NA,"treatment"
"Coriobacteriales","Male","week 5","ran_pars","Residual","sd__Observation",0.0101832798134529,NA,NA,NA,NA,NA,NA,NA,0.166439111345347,NA,NA,"treatment"
"Desulfovibrionales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0193280544612579,0.00559073644750869,-3.45715714606271,7.84157844311232,0.00887289347024955,-0.0322657932911287,-0.00639031563138718,-3.45715714606271,0.455871129915459,0.656345640553893,0.0177457869404991,"treatment"
"Desulfovibrionales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00440865637718703,0.0055025746053649,0.801198837520291,9.16891064433386,0.443282857439271,-0.00800416432451359,0.0168214770788877,0.801198837520291,0.455871129915459,0.656345640553893,0.443282857439271,"treatment"
"Desulfovibrionales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00552598438547385,NA,NA,NA,NA,NA,NA,NA,0.455871129915459,0.656345640553893,NA,"treatment"
"Desulfovibrionales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00415254446025654,NA,NA,NA,NA,NA,NA,NA,0.455871129915459,0.656345640553893,NA,"treatment"
"Desulfovibrionales","Female","week 5","ran_pars","Residual","sd__Observation",0.00905013393309131,NA,NA,NA,NA,NA,NA,NA,0.455871129915459,0.656345640553893,NA,"treatment"
"Desulfovibrionales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00648369110613226,0.00315178369269425,-2.05714977241657,7.37096286561703,0.0766765666018228,-0.0138611095034053,0.000893727291140757,-2.05714977241657,0.147281107869737,0.724626322570259,0.153353133203646,"treatment"
"Desulfovibrionales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00612655349051463,0.00330855276034184,1.85173214220759,8.0422750089369,0.101012308165533,-0.00149600760618483,0.0137491145872141,1.85173214220759,0.147281107869737,0.724626322570259,0.153353133203646,"treatment"
"Desulfovibrionales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00132187939191291,NA,NA,NA,NA,NA,NA,NA,0.147281107869737,0.724626322570259,NA,"treatment"
"Desulfovibrionales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0103181730057896,NA,NA,NA,NA,NA,NA,NA,0.147281107869737,0.724626322570259,NA,"treatment"
"Desulfovibrionales","Male","week 5","ran_pars","Residual","sd__Observation",0.00718424704176985,NA,NA,NA,NA,NA,NA,NA,0.147281107869737,0.724626322570259,NA,"treatment"
"Deferribacterales","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00240015246291104,0.00239305952045185,1.00296396407969,30.0052624911503,0.323898503735114,-0.00248709113847548,0.00728739606429755,1.00296396407969,0.0632698558222533,NA,0.927182967738943,"treatment"
"Deferribacterales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00101639048169174,0.00252652705773433,-0.402287590224027,30.6186990203233,0.690267119010298,-0.00617187851216972,0.00413909754878623,-0.402287590224027,0.0632698558222533,NA,0.927182967738943,"treatment"
"Deferribacterales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0632698558222533,NA,NA,"treatment"
"Deferribacterales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0114603987022076,NA,NA,NA,NA,NA,NA,NA,0.0632698558222533,NA,NA,"treatment"
"Deferribacterales","Male","week 5","ran_pars","Residual","sd__Observation",0.00564644908569233,NA,NA,NA,NA,NA,NA,NA,0.0632698558222533,NA,NA,"treatment"
"Deferribacterales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00664397512375748,0.00595898861624955,-1.11495012855706,6.75013990076244,0.302987090512539,-0.0208411699320601,0.0075532196845451,-1.11495012855706,0.128917392302681,NA,0.605974181025079,"treatment"
"Deferribacterales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00519408196883291,0.00573431648633364,-0.905789204556768,6.86154598180695,0.395739417106767,-0.018809248540461,0.00842108460279521,-0.905789204556768,0.128917392302681,NA,0.605974181025079,"treatment"
"Deferribacterales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00740930858595917,NA,NA,NA,NA,NA,NA,NA,0.128917392302681,NA,NA,"treatment"
"Deferribacterales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.128917392302681,NA,NA,"treatment"
"Deferribacterales","Female","week 5","ran_pars","Residual","sd__Observation",0.00743356923188931,NA,NA,NA,NA,NA,NA,NA,0.128917392302681,NA,NA,"treatment"
"Desulfovibrionales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0100622003463508,0.00418470440457062,-2.40451878401749,33.9294583980162,0.0217996380887055,-0.0185671942100263,-0.00155720648267522,-2.40451878401749,0.196651107870454,NA,0.0435992761774111,"treatment"
"Desulfovibrionales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000882711432518102,0.00425585140860544,0.207411243431393,33.9307823092434,0.836928523908262,-0.00776686915507527,0.00953229202011148,0.207411243431393,0.196651107870454,NA,0.836928523908262,"treatment"
"Desulfovibrionales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.196651107870454,NA,NA,"treatment"
"Desulfovibrionales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00223145359808649,NA,NA,NA,NA,NA,NA,NA,0.196651107870454,NA,NA,"treatment"
"Desulfovibrionales","Male","week 10","ran_pars","Residual","sd__Observation",0.0103003965207605,NA,NA,NA,NA,NA,NA,NA,0.196651107870454,NA,NA,"treatment"
"Clostridiales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0085920210903248,0.00296144689601325,-2.90129162940302,6.28121312910912,0.0259012035024225,-0.0157605009196771,-0.0014235412609725,-2.90129162940302,0.257264954999655,0.492877993319444,0.0259012035024225,"treatment"
"Clostridiales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00952888395920911,0.00300164959435022,-3.17454908032724,8.71391432247955,0.0117504088206684,-0.0163532217307722,-0.00270454618764599,-3.17454908032724,0.257264954999655,0.492877993319444,0.0235008176413367,"treatment"
